class,subclass
Q1435575,Q22288531
Q1435575,Q22290536
Q1435575,Q22290578
Q1435575,Q21103260
Q1435575,Q21433450
Q1435575,Q22291873
Q1435575,Q22288351
Q1435575,Q22288355
Q1435575,Q22288359
Q1435575,Q22288362
Q1435575,Q22289707
Q1435575,Q14900992
Q1435575,Q14819456
Q1435575,Q14905739
Q1435575,Q21113796
Q1435575,Q22290779
Q1435575,Q21107950
Q1435575,Q22288524
Q1435575,Q21111223
Q1435575,Q22290422
Q1435575,Q22290426
Q1435575,Q22290430
Q1435575,Q22290420
Q1435575,Q22290421
Q1435575,Q21121866
Q1435575,Q22290441
Q1435575,Q14905284
Q1435575,Q21100317
Q1435575,Q22290594
Q1435575,Q22290630
Q1435575,Q27983248
Q1435575,Q21101412
Q1435575,Q21110700
Q1435575,Q21109938
Q1435575,Q22290521
Q1435575,Q21096290
Q1435575,Q21112123
Q1435575,Q21120983
Q1435575,Q22288873
Q1435575,Q22288958
Q1435575,Q22290217
Q1435575,Q22290244
Q1435575,Q21113362
Q1435575,Q21134091
Q1435575,Q22292646
Q1435575,Q22290571
Q1435575,Q21123294
Q1435575,Q21483256
Q1435575,Q21116219
Q1435575,Q22290670
Q1435575,Q22290697
Q1435575,Q63771590
Q1435575,Q22290448
Q1435575,Q22292965
Q1435575,Q21104714
Q1435575,Q21759811
Q1435575,Q22290537
Q1435575,Q22290553
Q1435575,Q22290568
Q1435575,Q22291940
Q1435575,Q22290677
Q1435575,Q51218229
Q1435575,Q21108405
Q1435575,Q22275790
Q1435575,Q22292747
Q1435575,Q21109084
Q1435575,Q22292811
Q1435575,Q22272128
Q1435575,Q22290770
Q1435575,Q22290771
Q1435575,Q21130098
Q1435575,Q22288388
Q1435575,Q22288403
Q1435575,Q22288593
Q1435575,Q22288598
Q1435575,Q22288603
Q1435575,Q22288607
Q1435575,Q15320964
Q1435575,Q22288646
Q1435575,Q15313758
Q1435575,Q22288638
Q1435575,Q21436554
Q1435575,Q21097421
Q1435575,Q22289147
Q1435575,Q24468106
Q1435575,Q27983270
Q1435575,Q51217827
Q1435575,Q22290190
Q1435575,Q22290207
Q1435575,Q22290237
Q1435575,Q51218603
Q1435575,Q51218068
Q1435575,Q21209267
Q1435575,Q22290269
Q1435575,Q22290272
Q1435575,Q21101519
Q1435575,Q21136622
Q1435575,Q22290768
Q1435575,Q22290291
Q1435575,Q22290643
Q1435575,Q22290546
Q1435575,Q22290573
Q1435575,Q14912755
Q1435575,Q21763183
Q1435575,Q22290328
Q1435575,Q22290350
Q1435575,Q22290589
Q1435575,Q22290599
Q1435575,Q22290632
Q1435575,Q22290633
Q1435575,Q22290635
Q1435575,Q21123829
Q1435575,Q21111143
Q1435575,Q21121336
Q1435575,Q22290394
Q1435575,Q21121300
Q1435575,Q22290365
Q1435575,Q21136288
Q1435575,Q22290370
Q1435575,Q21126275
Q1435575,Q22292038
Q1435575,Q22292043
Q1435575,Q22292051
Q1435575,Q21123445
Q1435575,Q22292516
Q1435575,Q22290427
Q1435575,Q22290445
Q1435575,Q14864549
Q1435575,Q22290451
Q1435575,Q29573165
Q1435575,Q22290454
Q1435575,Q14874261
Q1435575,Q21114080
Q1435575,Q14862258
Q1435575,Q28025304
Q1435575,Q28025312
Q1435575,Q22290501
Q1435575,Q22290507
Q1435575,Q14913169
Q1435575,Q21109928
Q1435575,Q21109937
Q1435575,Q22290541
Q1435575,Q22290554
Q1435575,Q22290561
Q1435575,Q22290685
Q1435575,Q27862619
Q1435575,Q21109839
Q1435575,Q22290558
Q1435575,Q22290666
Q1435575,Q22290598
Q1435575,Q14863067
Q1435575,Q22290637
Q1435575,Q22292349
Q1435575,Q22290647
Q1435575,Q22290657
Q1435575,Q22290661
Q1435575,Q14863989
Q1435575,Q22290650
Q1435575,Q22290669
Q1435575,Q22290714
Q1435575,Q22290715
Q1435575,Q22290738
Q1435575,Q24457437
Q1435575,Q22290462
Q1435575,Q22290465
Q1435575,Q22290765
Q1435575,Q22290766
Q1435575,Q22291422
Q1435575,Q22290855
Q1435575,Q22291163
Q1435575,Q22291167
Q1435575,Q22291181
Q1435575,Q22291184
Q1435575,Q22291332
Q1435575,Q22291340
Q1435575,Q21173379
Q1435575,Q22293002
Q1435575,Q22293004
Q1435575,Q47009257
Q1435575,Q47009258
Q1435575,Q57252787
Q1435575,Q57252788
Q1435575,Q22291637
Q1435575,Q22291725
Q1435575,Q21105696
Q1435575,Q22288464
Q1435575,Q22292135
Q1435575,Q22292137
Q1435575,Q22292232
Q1435575,Q22292264
Q1435575,Q22292269
Q1435575,Q22292275
Q1435575,Q22292280
Q1435575,Q22292286
Q1435575,Q22292324
Q1435575,Q22292335
Q1435575,Q22292338
Q1435575,Q22292340
Q1435575,Q22292343
Q1435575,Q14910989
Q1435575,Q22290470
Q1435575,Q22292915
Q1435575,Q22292919
Q1435575,Q22293094
Q1435575,Q24459415
Q1435575,Q24578285
Q1435575,Q21124418
Q1435575,Q22290591
Q1435575,Q22290602
Q1435575,Q22290608
Q1435575,Q22290612
Q1435575,Q22290620
Q1435575,Q24467411
Q1435575,Q27983141
Q1435575,Q27948964
Q1435575,Q14862255
Q1435575,Q24459411
Q1435575,Q22292299
Q1435575,Q56592260
Q1435575,Q2005387
Q1435575,Q22908297
Q1435575,Q21402621
Q1435575,Q14864235
Q1435575,Q15313750
Q1435575,Q15319412
Q1435575,Q27303785
Q1435575,Q1789753
Q1435575,Q18554594
Q1435575,Q18554717
Q1435575,Q2866610
Q1435575,Q1391955
Q1435575,Q3542432
Q1435575,Q4900589
Q1435575,Q5385913
Q1435575,Q22304608
Q1435575,Q14863074
Q1435575,Q14891588
Q1435575,Q14907748
Q1435575,Q15334573
Q1435575,Q21097253
Q1435575,Q21115321
Q1435575,Q21115340
Q1435575,Q21108800
Q1435575,Q14860500
Q1435575,Q14901694
Q1435575,Q21111351
Q1435575,Q21133693
Q1435575,Q22284281
Q1435575,Q22284284
Q1435575,Q22284291
Q1435575,Q22292807
Q1435575,Q47009225
Q1435575,Q21106267
Q1435575,Q21421089
Q1435575,Q21972891
Q1435575,Q22292364
Q1435575,Q22292367
Q1435575,Q22292370
Q1435575,Q22292373
Q1435575,Q7318217
Q1435575,Q14872723
Q1435575,Q14890389
Q1435575,Q19308522
Q1435575,Q15333422
Q1435575,Q21097490
Q1435575,Q24468149
Q1435575,Q22291207
Q1435575,Q31391314
Q1435575,Q21101905
Q1435575,Q22288616
Q1435575,Q22288650
Q1435575,Q22288656
Q1435575,Q21100392
Q1435575,Q21110535
Q1435575,Q21171813
Q1435575,Q22289177
Q1435575,Q22290265
Q1435575,Q22290748
Q1435575,Q21123414
Q1435575,Q21104647
Q1435575,Q21109769
Q1435575,Q21762962
Q1435575,Q22290601
Q1435575,Q15334281
Q1435575,Q21105579
Q1435575,Q21124595
Q1435575,Q22290787
Q1435575,Q22290788
Q1435575,Q24466582
Q1435575,Q21759645
Q1435575,Q14905757
Q1435575,Q14907989
Q1435575,Q22290330
Q1435575,Q14860554
Q1435575,Q14864374
Q1435575,Q14911868
Q1435575,Q14914126
Q1435575,Q14914127
Q1435575,Q22293158
Q1435575,Q22290289
Q1435575,Q21105168
Q1435575,Q21102719
Q1435575,Q21112023
Q1435575,Q21119797
Q1435575,Q22290590
Q1435575,Q22290607
Q1435575,Q22290636
Q1435575,Q24480740
Q1435575,Q14864212
Q1435575,Q14882333
Q1435575,Q21116122
Q1435575,Q21119991
Q1435575,Q21209352
Q1435575,Q22292071
Q1435575,Q22292088
Q1435575,Q22292140
Q1435575,Q24603712
Q1435575,Q22290849
Q1435575,Q21105401
Q1435575,Q21109075
Q1435575,Q21100393
Q1435575,Q21111581
Q1435575,Q22290393
Q1435575,Q22290848
Q1435575,Q22289121
Q1435575,Q14873951
Q1435575,Q14907543
Q1435575,Q14911651
Q1435575,Q15314385
Q1435575,Q15314388
Q1435575,Q21435813
Q1435575,Q22290535
Q1435575,Q22290678
Q1435575,Q21422098
Q1435575,Q22292513
Q1435575,Q21126272
Q1435575,Q22292035
Q1435575,Q14911812
Q1435575,Q21097493
Q1435575,Q21111539
Q1435575,Q21111674
Q1435575,Q21108600
Q1435575,Q21116320
Q1435575,Q22290513
Q1435575,Q22272130
Q1435575,Q21106663
Q1435575,Q22292822
Q1435575,Q26252194
Q1435575,Q22290210
Q1435575,Q22290287
Q1435575,Q22290288
Q1435575,Q22290314
Q1435575,Q22290351
Q1435575,Q22290373
Q1435575,Q21100316
Q1435575,Q22292457
Q1435575,Q14907324
Q1435575,Q22290475
Q1435575,Q22290701
Q1435575,Q22290592
Q1435575,Q21124416
Q1435575,Q22290609
Q1435575,Q22290638
Q1435575,Q22290648
Q1435575,Q22290660
Q1435575,Q22290662
Q1435575,Q22290651
Q1435575,Q22290654
Q1435575,Q21135940
Q1435575,Q22290761
Q1435575,Q22290464
Q1435575,Q22290467
Q1435575,Q22291344
Q1435575,Q21107203
Q1435575,Q14911813
Q1435575,Q22291402
Q1435575,Q22291424
Q1435575,Q21115323
Q1435575,Q21135956
Q1435575,Q22291644
Q1435575,Q22291662
Q1435575,Q14877184
Q1435575,Q14878803
Q1435575,Q14913336
Q1435575,Q14914130
Q1435575,Q14914131
Q1435575,Q22292236
Q1435575,Q22292238
Q1435575,Q22292241
Q1435575,Q22292244
Q1435575,Q22292248
Q1435575,Q22292251
Q1435575,Q22292254
Q1435575,Q22292256
Q1435575,Q22292258
Q1435575,Q22292262
Q1435575,Q22292266
Q1435575,Q22292272
Q1435575,Q22292277
Q1435575,Q22292283
Q1435575,Q22292289
Q1435575,Q22292293
Q1435575,Q22292295
Q1435575,Q22292303
Q1435575,Q22292313
Q1435575,Q22292316
Q1435575,Q22292319
Q1435575,Q22292321
Q1435575,Q21978327
Q1435575,Q22292331
Q1435575,Q22292352
Q1435575,Q22292794
Q1435575,Q22292826
Q1435575,Q22292828
Q1435575,Q24459401
Q1435575,Q24603696
Q1435575,Q55458517
Q1435575,Q24459419
Q1435575,Q24467486
Q1435575,Q24467491
Q1435575,Q24468097
Q1435575,Q24468101
Q1435575,Q24468159
Q1435575,Q24468162
Q1435575,Q29573172
Q1435575,Q22291673
Q1435575,Q22291684
Q1435575,Q22292410
Q1435575,Q22284290
Q1435575,Q22292002
Q1435575,Q22292702
Q1435575,Q24603328
Q1435575,Q24603331
Q1435575,Q14884546
Q1435575,Q27121976
Q1435575,Q22293081
Q1435575,Q21758970
Q1435575,Q22291658
Q1435575,Q15334263
Q1435575,Q21107275
Q1435575,Q21115325
Q1435575,Q22292861
Q1435575,Q24467567
Q1435575,Q29573004
Q1435575,Q22284280
Q1435575,Q22284286
Q1435575,Q21096392
Q1435575,Q21096393
Q1435575,Q22292764
Q1435575,Q22292774
Q1435575,Q22292778
Q1435575,Q22292782
Q1435575,Q14905742
Q1435575,Q61705468
Q1435575,Q22288816
Q1435575,Q14884607
Q1435575,Q21116850
Q1435575,Q22292546
Q1435575,Q21123998
Q1435575,Q22292107
Q1435575,Q14865168
Q1435575,Q29877683
Q1435575,Q21105166
Q1435575,Q21123993
Q1435575,Q21418907
Q1435575,Q22295523
Q1435575,Q22291682
Q1435575,Q21198954
Q1435575,Q21126437
Q1435575,Q22292115
Q1435575,Q22284283
Q1435575,Q22284287
Q1435575,Q14908109
Q1435575,Q22292507
Q1435575,Q22290611
Q1435575,Q22290619
Q1435575,Q22290716
Q1435575,Q14887304
Q1435575,Q21102695
Q1435575,Q22284282
Q1435575,Q22284288
Q1435575,Q22284285
Q1435575,Q22290639
Q1435575,Q22290641
Q1435575,Q22290652
Q1435575,Q26252231
Q1435575,Q21133324
Q1435575,Q21108912
Q1435575,Q22292109
Q1435575,Q22292306
Q1435575,Q21978828
Q1435575,Q22292459
Q1435575,Q24459409
Q1435575,Q27303786
Q1435575,Q24603322
Q1435575,Q24603324
Q1435575,Q24603717
Q1435575,Q24603714
Q1435575,Q22292400
Q1435575,Q15334266
Q1435575,Q21119989
Q1435575,Q14885200
Q1435575,Q21484290
Q1435575,Q21105117
Q1435575,Q21105118
Q1435575,Q21105119
Q1435575,Q22290640
Q1435575,Q21120112
Q1435575,Q22292309
Q1435575,Q22292554
Q1435575,Q22292881
Q1435575,Q47009245
Q1435575,Q22291741
Q1435575,Q22292713
Q1435575,Q22292718
Q2345910,Q2345910
Q94606984,Q94606984
Q24660195,Q24660195
Q5053154,Q5053154
Q1378945,Q1378945
Q14865157,Q14865157
Q14865157,Q21095340
Q14865157,Q21097490
Q14865157,Q47009228
Q3587386,Q3587386
Q13859551,Q13859551
Q13859551,Q13859619
Q13859551,Q14124496
Q13859551,Q14331266
Q13859551,Q14521462
Q13859551,Q17524832
Q107394355,Q107394355
Q107394355,Q26772977
Q107394355,Q896995
Q107394355,Q1804248
Q107394355,Q25289192
Q106484373,Q106484373
Q133333,Q133333
Q133333,Q4892040
Q1814351,Q1814351
Q1814351,Q97358680
Q1814351,Q104873669
Q1814351,Q107654434
Q1814351,Q1128437
Q1814351,Q107654488
Q1814351,Q98969121
Q1814351,Q98969230
Q1814351,Q98969263
Q1814351,Q99031511
Q1814351,Q103470847
Q1814351,Q109042660
Q1814351,Q93251355
Q47487415,Q47487415
Q216158,Q216158
Q216158,Q4308
Q216158,Q4343
Q216158,Q4348
Q216158,Q165233
Q216158,Q585585
Q216158,Q621258
Q216158,Q932506
Q216158,Q1142441
Q216158,Q1934847
Q216158,Q2392210
Q216158,Q2570439
Q216158,Q3278055
Q216158,Q4651691
Q216158,Q5426625
Q216158,Q6721696
Q216158,Q15528609
Q216158,Q20825962
Q216158,Q64538905
Q216158,Q65770905
Q216158,Q257959
Q216158,Q298934
Q216158,Q298946
Q216158,Q298956
Q216158,Q668332
Q216158,Q849582
Q216158,Q927865
Q216158,Q1147660
Q216158,Q4047934
Q216158,Q4047935
Q216158,Q4047936
Q216158,Q4047939
Q216158,Q4047940
Q216158,Q4047941
Q216158,Q5113765
Q216158,Q5113786
Q216158,Q11252537
Q216158,Q11992755
Q216158,Q16258100
Q216158,Q28379941
Q216158,Q66419567
Q216158,Q90327087
Q216158,Q90409761
Q216158,Q90409767
Q216158,Q90409769
Q216158,Q95178309
Q216158,Q5629199
Q216158,Q183177
Q216158,Q1959993
Q216158,Q2940531
Q216158,Q3738053
Q216158,Q3814218
Q216158,Q27887972
Q216158,Q741867
Q216158,Q7366570
Q216158,Q7389325
Q216158,Q7865904
Q216158,Q17086098
Q216158,Q4781177
Q216158,Q4781178
Q216158,Q4781179
Q216158,Q5332675
Q216158,Q17280545
Q216158,Q5015616
Q216158,Q6335308
Q216158,Q2300660
Q216158,Q1872557
Q216158,Q17042816
Q63088967,Q63088967
Q107274313,Q107274313
Q107274313,Q50331459
Q5828421,Q5828421
Q5264406,Q5264406
Q5264406,Q3675778
Q5264406,Q10277595
Q5264406,Q16251938
Q5264406,Q30634609
Q5264406,Q3370013
Q5264406,Q4788667
Q5264406,Q7302881
Q5264406,Q11920611
Q5264406,Q17047513
Q5264406,Q17047640
Q5264406,Q51368643
Q5264406,Q56052054
Q5264406,Q67008129
Q5264406,Q75738052
Q5264406,Q98801361
Q5264406,Q13619657
Q5264406,Q13859551
Q5264406,Q14332655
Q5264406,Q17611549
Q5264406,Q27510688
Q5264406,Q30514734
Q5264406,Q100786404
Q5264406,Q108334528
Q5264406,Q108548886
Q5264406,Q51368786
Q5264406,Q51368804
Q5264406,Q51368840
Q5264406,Q51368895
Q5264406,Q70979098
Q5264406,Q98801355
Q5264406,Q98801366
Q5264406,Q98801368
Q5264406,Q13789518
Q5264406,Q13790797
Q5264406,Q17524832
Q5264406,Q13859619
Q5264406,Q14124496
Q5264406,Q14331266
Q5264406,Q14521462
Q6073630,Q6073630
Q6073630,Q80895
Q6073630,Q1758829
Q6073630,Q2289477
Q6073630,Q1551546
Q6073630,Q60968806
Q6073630,Q66744597
Q1230779,Q1230779
Q1230779,Q13963
Q1230779,Q244962
Q1230779,Q17354233
Q1230779,Q24052664
Q14912535,Q14912535
Q1174599,Q1174599
Q1174599,Q81672
Q1174599,Q83858
Q1174599,Q365680
Q1174599,Q814215
Q1174599,Q891854
Q1174599,Q1344887
Q1174599,Q1540534
Q1174599,Q2001676
Q1174599,Q2380335
Q1174599,Q4494907
Q1174599,Q6539177
Q1174599,Q7798312
Q1174599,Q11481825
Q1174599,Q15141195
Q1174599,Q17450153
Q1174599,Q25893885
Q1174599,Q51159762
Q1174599,Q55631960
Q1174599,Q61039291
Q1174599,Q63241849
Q1174599,Q104656846
Q1174599,Q109217482
Q1174599,Q109535939
Q1174599,Q680838
Q1174599,Q2223653
Q1174599,Q10858961
Q1174599,Q63484325
Q1174599,Q63758372
Q1174599,Q63758405
Q1174599,Q63758427
Q1174599,Q85229357
Q1174599,Q85230011
Q1174599,Q88178910
Q1174599,Q64841021
Q1174599,Q40053
Q1174599,Q427883
Q1174599,Q464643
Q1174599,Q1145328
Q1174599,Q2911369
Q1174599,Q4808585
Q1174599,Q5153510
Q1174599,Q5526655
Q1174599,Q6422925
Q1174599,Q13637805
Q1174599,Q16919699
Q1174599,Q65204411
Q1174599,Q92802982
Q1174599,Q18493502
Q1174599,Q19354904
Q1174599,Q25917154
Q1174599,Q107380317
Q1174599,Q467011
Q1174599,Q508284
Q1174599,Q1208337
Q1174599,Q1470138
Q1174599,Q5176896
Q1174599,Q6857862
Q1174599,Q6878284
Q1174599,Q6982012
Q1174599,Q12018141
Q1174599,Q30588142
Q1174599,Q50295027
Q1174599,Q176557
Q1174599,Q187771
Q1174599,Q329506
Q1174599,Q331435
Q1174599,Q336710
Q1174599,Q571764
Q1174599,Q590545
Q1174599,Q671511
Q1174599,Q821251
Q1174599,Q821328
Q1174599,Q822702
Q1174599,Q822729
Q1174599,Q891804
Q1174599,Q963357
Q1174599,Q1373607
Q1174599,Q1430863
Q1174599,Q1501573
Q1174599,Q1645223
Q1174599,Q1663759
Q1174599,Q1715519
Q1174599,Q1727414
Q1174599,Q1735702
Q1174599,Q1875533
Q1174599,Q1875539
Q1174599,Q1875546
Q1174599,Q1875547
Q1174599,Q1875549
Q1174599,Q1875555
Q1174599,Q1875556
Q1174599,Q1875557
Q1174599,Q1875559
Q1174599,Q1875563
Q1174599,Q1875567
Q1174599,Q1875570
Q1174599,Q1875577
Q1174599,Q1875586
Q1174599,Q2773594
Q1174599,Q2773598
Q1174599,Q4940714
Q1174599,Q4940715
Q1174599,Q4940732
Q1174599,Q12041567
Q1174599,Q15212263
Q1174599,Q15832951
Q1174599,Q15832952
Q1174599,Q15832953
Q1174599,Q15832954
Q1174599,Q16833207
Q1174599,Q17912683
Q1174599,Q18404591
Q1174599,Q18603958
Q1174599,Q19295073
Q1174599,Q19295074
Q1174599,Q19295087
Q1174599,Q19295094
Q1174599,Q19365442
Q1174599,Q19649657
Q1174599,Q19965115
Q1174599,Q19965432
Q1174599,Q20850913
Q1174599,Q21042045
Q1174599,Q21042147
Q1174599,Q21636361
Q1174599,Q22692891
Q1174599,Q22692892
Q1174599,Q23936331
Q1174599,Q24531240
Q1174599,Q25380167
Q1174599,Q25392122
Q1174599,Q26882859
Q1174599,Q27972146
Q1174599,Q27973133
Q1174599,Q28498693
Q1174599,Q28498770
Q1174599,Q28499803
Q1174599,Q29236155
Q1174599,Q31836952
Q1174599,Q31837323
Q1174599,Q31838062
Q1174599,Q31839016
Q1174599,Q31840525
Q1174599,Q31841230
Q1174599,Q31841413
Q1174599,Q41656543
Q1174599,Q62168047
Q1174599,Q4071928
Q1174599,Q8228287
Q1174599,Q26001206
Q1174599,Q26001209
Q1174599,Q26001210
Q1174599,Q26001211
Q1174599,Q26001212
Q1174599,Q26001213
Q1174599,Q26001214
Q1174599,Q26001215
Q1174599,Q26001216
Q1174599,Q26001217
Q1174599,Q26001221
Q1174599,Q26001222
Q1174599,Q26001228
Q1174599,Q26001229
Q1174599,Q26001231
Q1174599,Q26001232
Q1174599,Q26001233
Q1174599,Q26001234
Q1174599,Q26001248
Q1174599,Q26001251
Q1174599,Q26001252
Q1174599,Q26013333
Q1174599,Q26013426
Q1174599,Q26013452
Q1174599,Q26013475
Q1174599,Q26013502
Q1174599,Q26206570
Q1174599,Q26904738
Q1174599,Q26945333
Q1174599,Q27064373
Q1174599,Q27118377
Q1174599,Q27118873
Q1174599,Q27118894
Q1174599,Q27118911
Q1174599,Q27118926
Q1174599,Q55064642
Q1174599,Q900214
Q1174599,Q4470772
Q1174599,Q4876601
Q1174599,Q5063312
Q1174599,Q5169523
Q1174599,Q5180096
Q1174599,Q5187402
Q1174599,Q5278256
Q1174599,Q5955085
Q1174599,Q6176926
Q1174599,Q6660546
Q1174599,Q7440051
Q1174599,Q7801515
Q1174599,Q8029917
Q1174599,Q16863179
Q1174599,Q17165825
Q1174599,Q18345997
Q1174599,Q18357215
Q1174599,Q28450229
Q1174599,Q30177123
Q1174599,Q30904431
Q1174599,Q54911704
Q1174599,Q55637356
Q1174599,Q65154552
Q1174599,Q69391377
Q1174599,Q110972847
Q1174599,Q522291
Q1174599,Q18711682
Q1174599,Q3053348
Q1174599,Q6813020
Q1174599,Q21480300
Q1174599,Q5563095
Q1174599,Q109946904
Q1174599,Q16833208
Q1174599,Q16131021
Q1174599,Q28130515
Q1174599,Q105098396
Q1174599,Q3153848
Q1174599,Q110999040
Q1174599,Q7621645
Q1174599,Q217327
Q1174599,Q897797
Q1174599,Q6901292
Q1174599,Q25917186
Q1174599,Q28934204
Q1174599,Q61037469
Q1174599,Q11287
Q1174599,Q131406
Q1174599,Q135005
Q1174599,Q209403
Q1174599,Q926331
Q1174599,Q1756025
Q1174599,Q2023860
Q1174599,Q2267081
Q1174599,Q3149588
Q1174599,Q3997746
Q1174599,Q4230100
Q1174599,Q5973199
Q1174599,Q7644524
Q1174599,Q7907148
Q1174599,Q11081100
Q1174599,Q13427559
Q1174599,Q16324539
Q1174599,Q17073792
Q1174599,Q19845322
Q1174599,Q24910170
Q1174599,Q28134936
Q1174599,Q60178212
Q1174599,Q105030159
Q1174599,Q106784731
Q1174599,Q109922964
Q1174599,Q109923223
Q1174599,Q368779
Q1174599,Q2549274
Q1174599,Q3400924
Q1174599,Q4331898
Q1174599,Q4470771
Q1174599,Q54957578
Q1174599,Q1548946
Q1174599,Q7440153
Q1174599,Q111034471
Q1174599,Q52197903
Q1174599,Q4093051
Q1174599,Q715695
Q1174599,Q838364
Q1174599,Q841418
Q1174599,Q4688003
Q1174599,Q4788547
Q1174599,Q50433857
Q1174599,Q20893947
Q1174599,Q42915628
Q1174599,Q7617437
Q1174599,Q38624
Q1174599,Q65050422
Q1174599,Q18015660
Q1174599,Q866650
Q1174599,Q638079
Q1174599,Q846726
Q1174599,Q1154669
Q1174599,Q1856893
Q1174599,Q3062122
Q1174599,Q4976857
Q1174599,Q6407569
Q1174599,Q15401472
Q1174599,Q16947775
Q1174599,Q18649598
Q1174599,Q56064107
Q1174599,Q99936926
Q1174599,Q108546259
Q1174599,Q10662193
Q1174599,Q10708095
Q1174599,Q524059
Q1174599,Q620579
Q1174599,Q670204
Q1174599,Q764828
Q1174599,Q845764
Q1174599,Q2900718
Q1174599,Q3142693
Q1174599,Q3570419
Q1174599,Q4009282
Q1174599,Q5204753
Q1174599,Q5460100
Q1174599,Q5972803
Q1174599,Q17329819
Q1174599,Q22908283
Q1174599,Q28136728
Q1174599,Q1259334
Q1174599,Q3492809
Q1174599,Q4019220
Q1174599,Q696497
Q1174599,Q2163851
Q1174599,Q3523834
Q1174599,Q4138443
Q1174599,Q4497846
Q1174599,Q4504475
Q1174599,Q10591700
Q1174599,Q110972325
Q1174599,Q19606784
Q1174599,Q68854
Q1174599,Q2454710
Q1174599,Q4470770
Q1174599,Q17027419
Q1174599,Q30325669
Q1174599,Q47156933
Q1174599,Q48816444
Q1174599,Q96400880
Q1174599,Q106538545
Q1174599,Q2665075
Q1174599,Q5275344
Q1174599,Q28856732
Q1174599,Q550893
Q1174599,Q1441525
Q1174599,Q2467763
Q1174599,Q3700500
Q1174599,Q615485
Q1174599,Q869370
Q1174599,Q1919060
Q1174599,Q2420767
Q1174599,Q2981730
Q1174599,Q6522491
Q1174599,Q7123320
Q1174599,Q7622661
Q1174599,Q53219
Q1174599,Q3099547
Q1174599,Q88885188
Q1174599,Q599809
Q1174599,Q305918
Q1174599,Q1134817
Q1174599,Q2333087
Q1174599,Q5160310
Q1174599,Q25411809
Q1174599,Q3925859
Q1174599,Q4724361
Q1174599,Q7300006
Q1174599,Q29096641
Q5157579,Q5157579
Q1255251,Q1255251
Q99659193,Q99659193
Q15931405,Q15931405
Q40693969,Q40693969
Q27406,Q27406
Q2393012,Q2393012
Q63117399,Q63117399
Q45386330,Q45386330
Q480498,Q480498
Q480498,Q1949797
Q480498,Q3149408
Q480498,Q3731370
Q480498,Q4340041
Q480498,Q17003182
Q480498,Q25422198
Q480498,Q105320378
Q480498,Q85811481
Q20730691,Q20730691
Q2055296,Q2055296
Q2055296,Q1006573
Q2055296,Q22160401
Q25476949,Q25476949
Q4861618,Q4861618
Q22342918,Q22342918
Q7573033,Q7573033
Q21994376,Q21994376
Q21994376,Q1006311
Q1412403,Q1412403
Q1412403,Q95723
Q1412403,Q205585
Q1412403,Q1054782
Q1412403,Q1256803
Q1412403,Q1326583
Q1412403,Q2008811
Q1412403,Q4378075
Q1412403,Q6026954
Q1412403,Q1673383
Q1412403,Q2204423
Q1412403,Q3301939
Q17422,Q17422
Q17422,Q17423
Q17422,Q17428
Q17422,Q17435
Q17422,Q17447
Q17422,Q17449
Q17422,Q17461
Q17422,Q17462
Q17422,Q17463
Q17422,Q17464
Q17422,Q17465
Q17422,Q17466
Q17422,Q17467
Q17422,Q17470
Q17422,Q17471
Q17422,Q17472
Q17422,Q17473
Q17422,Q17474
Q17422,Q17476
Q17422,Q17478
Q17422,Q17481
Q17422,Q17482
Q17422,Q17483
Q17422,Q17485
Q17422,Q17486
Q17422,Q17487
Q17422,Q17494
Q17422,Q17496
Q17422,Q17502
Q17422,Q17505
Q17422,Q17506
Q17422,Q153742
Q17422,Q592354
Q17422,Q607245
Q17422,Q688499
Q17422,Q1090043
Q17422,Q1519110
Q17422,Q1763772
Q17422,Q1811286
Q17422,Q2598810
Q17422,Q3098727
Q17422,Q3435915
Q17422,Q4392101
Q17422,Q4772277
Q17422,Q5406664
Q17422,Q5810069
Q17422,Q7302627
Q17422,Q7302636
Q17422,Q7302640
Q17422,Q7302641
Q17422,Q7302642
Q17422,Q7409149
Q17422,Q7409150
Q17422,Q7409151
Q17422,Q7409153
Q17422,Q7409154
Q17422,Q7409156
Q17422,Q7409158
Q17422,Q7409159
Q17422,Q7409161
Q17422,Q7409163
Q17422,Q7409164
Q17422,Q7409165
Q17422,Q7409167
Q17422,Q7409168
Q17422,Q7409169
Q17422,Q7409170
Q17422,Q7409171
Q17422,Q7409172
Q17422,Q7409173
Q17422,Q7409174
Q17422,Q7409175
Q17422,Q7409176
Q17422,Q9067261
Q17422,Q9389634
Q17422,Q10748148
Q17422,Q10910838
Q17422,Q12015852
Q17422,Q12901252
Q17422,Q13099388
Q17422,Q15401942
Q17422,Q16251754
Q17422,Q16944447
Q17422,Q16971001
Q17422,Q16985549
Q17422,Q16988917
Q17422,Q17007015
Q17422,Q17008822
Q17422,Q17108523
Q17422,Q17109801
Q17422,Q17319578
Q17422,Q17483911
Q17422,Q18158527
Q17422,Q18165058
Q17422,Q18211365
Q17422,Q18211368
Q17422,Q18211370
Q17422,Q18211827
Q17422,Q20648955
Q17422,Q22963611
Q17422,Q23035670
Q17422,Q28220866
Q17422,Q29026821
Q17422,Q56316641
Q17422,Q63930369
Q17422,Q85878399
Q17422,Q104629778
Q17422,Q109780033
Q17422,Q12177676
Q17422,Q105444980
Q22283539,Q22283539
Q28783456,Q28783456
