ACE,transitive_cnt,type_label,type,#type_instances,property,property_label,count,also_known,data_type,constraint_label_list,constraint_class_list,tail_cnt
Q841236,178,kidnapping,Q318296,137,P1120,number of deaths,41,"qty fatalities, qty deaths, number of fatalities, fatalities, deaths, death toll, death number, death count, dead",http://wikiba.se/ontology#Quantity,"['occurrence', 'fictional event']","['Q1190554', 'Q14136353']",{}
Q7590,11271,kidnapping,Q318296,137,P710,participant,36,"suspect, player, participants, event participant, competitor, between, belligerents, attendee, party, accused, agent",http://wikiba.se/ontology#WikibaseItem,"['human', 'cooperative', 'system', 'coalition', 'project', 'interview', 'agreement', 'tournament', 'occurrence', 'process', 'sports competition', 'fictional event', 'group of humans', 'mythical event', 'race result', 'creative work season']","['Q5', 'Q4539', 'Q58778', 'Q124964', 'Q170584', 'Q178651', 'Q321839', 'Q500834', 'Q1190554', 'Q3249551', 'Q13406554', 'Q14136353', 'Q16334295', 'Q24336466', 'Q54933017', 'Q70990126']","{'Q5': 19, 'Q47913': 2, 'Q7278': 1, 'Q207320': 1, 'Q772547': 1, 'Q35535': 1, 'Q204310': 1, 'Q2438715': 3, 'Q17127659': 5, 'Q131401': 1, 'Q7448178': 1, 'Q17149090': 1, 'Q21512251': 1, 'Q7444961': 1, 'Q1788992': 2, 'Q2738074': 1, 'Q43229': 1}"
Q841236,178,kidnapping,Q318296,137,P710,participant,36,"suspect, player, participants, event participant, competitor, between, belligerents, attendee, party, accused, agent",http://wikiba.se/ontology#WikibaseItem,"['human', 'cooperative', 'system', 'coalition', 'project', 'interview', 'agreement', 'tournament', 'occurrence', 'process', 'sports competition', 'fictional event', 'group of humans', 'mythical event', 'race result', 'creative work season']","['Q5', 'Q4539', 'Q58778', 'Q124964', 'Q170584', 'Q178651', 'Q321839', 'Q500834', 'Q1190554', 'Q3249551', 'Q13406554', 'Q14136353', 'Q16334295', 'Q24336466', 'Q54933017', 'Q70990126']","{'Q5': 19, 'Q47913': 2, 'Q7278': 1, 'Q207320': 1, 'Q772547': 1, 'Q35535': 1, 'Q204310': 1, 'Q2438715': 3, 'Q17127659': 5, 'Q131401': 1, 'Q7448178': 1, 'Q17149090': 1, 'Q21512251': 1, 'Q7444961': 1, 'Q1788992': 2, 'Q2738074': 1, 'Q43229': 1}"
Q7590,11271,kidnapping,Q318296,137,P8031,perpetrator,27,"wrong-doer, suicide bomber, perpetrated by, lead by, committed by, assailant, agressor, domestic terrorist, material author, perpetrators, offender, culprit, indirect perpetrator, thief, torturer, kidnapper, attacker, criminal perpetrator, contract killer, assassin, direct perpetrator, robber, killer, perp, victimiser, criminals, backpack bomber, accomplice, by, terrorist, spree killer, murderer, mass murderer, criminal, serial killer, bomber",http://wikiba.se/ontology#WikibaseItem,"['human', 'intelligence agency', 'criminal organization', 'fictional human', 'armed organization']","['Q5', 'Q47913', 'Q1788992', 'Q15632617', 'Q17149090']","{'Q17127659': 9, 'Q1673189': 1, 'Q5': 18, 'Q11446455': 1, 'Q11505578': 1}"
Q841236,178,kidnapping,Q318296,137,P8031,perpetrator,27,"wrong-doer, suicide bomber, perpetrated by, lead by, committed by, assailant, agressor, domestic terrorist, material author, perpetrators, offender, culprit, indirect perpetrator, thief, torturer, kidnapper, attacker, criminal perpetrator, contract killer, assassin, direct perpetrator, robber, killer, perp, victimiser, criminals, backpack bomber, accomplice, by, terrorist, spree killer, murderer, mass murderer, criminal, serial killer, bomber",http://wikiba.se/ontology#WikibaseItem,"['human', 'intelligence agency', 'criminal organization', 'fictional human', 'armed organization']","['Q5', 'Q47913', 'Q1788992', 'Q15632617', 'Q17149090']","{'Q17127659': 9, 'Q1673189': 1, 'Q5': 18, 'Q11446455': 1, 'Q11505578': 1}"
Q7590,11271,kidnapping,Q318296,137,P8032,victim,27,"sexual abuse victim, casualty, terrorist victim, crime victim, kidnapping victim, victims, shooting victim, war crime victim, torture victim, assassination victim, murder victim",http://wikiba.se/ontology#WikibaseItem,"['human', 'fictional human']","['Q5', 'Q15632617']",{'Q5': 27}
Q841236,178,kidnapping,Q318296,137,P8032,victim,27,"sexual abuse victim, casualty, terrorist victim, crime victim, kidnapping victim, victims, shooting victim, war crime victim, torture victim, assassination victim, murder victim",http://wikiba.se/ontology#WikibaseItem,"['human', 'fictional human']","['Q5', 'Q15632617']",{'Q5': 27}
Q7590,11271,kidnapping,Q318296,137,P131,located in the administrative territorial entity,26,"locality, town, city, location (administrative territorial entity), located in the territorial entity, located in the administrative unit, located in the administrative territorial entity, located in administrative unit, is located in, is in the ward of, is in the voivodeship of, is in the village of, is in the town of, is in the territory of, is in the state of, is in the shire of, is in the settlement of, is in the rural city of, is in the region of, is in the province of, is in the principal area of, is in the prefecture of, is in the parish of, is in the municipality of, is in the local government area of, is in the Indian reserve of, is in the Indian reservation of, is in the district of, is in the department of, is in the county of, is in the commune of, is in the city of, is in the borough of, is in the arrondissement of, is in the administrative unit, is in the administrative region of, is in administrative unit, Indian reservation, in the administrative unit, in administrative unit, in, happens in, based in, administrative territory, region, state, territory, administrative territorial entity",http://wikiba.se/ontology#WikibaseItem,"['administrative territorial entity', 'fictional administrative territorial entity']","['Q56061', 'Q64034456']","{'Q41162': 2, 'Q1615742': 1, 'Q748149': 1, 'Q1549591': 7, 'Q1637706': 5, 'Q465842': 2, 'Q5327704': 1, 'Q515': 4, 'Q1289426': 1, 'Q13410438': 1, 'Q494721': 2, 'Q1149652': 1, 'Q1639634': 1, 'Q735428': 1, 'Q6256': 1, 'Q3624078': 1, 'Q174844': 1, 'Q467745': 1, 'Q2074737': 1, 'Q2264924': 2, 'Q33146843': 1, 'Q50330360': 1, 'Q51929311': 1, 'Q5119': 2, 'Q486972': 2, 'Q1057504': 1, 'Q62049': 1, 'Q1093829': 1, 'Q3184121': 2, 'Q1137833': 2, 'Q10564515': 1, 'Q11394721': 1, 'Q65589340': 2, 'Q4174776': 1, 'Q18663566': 1}"
Q841236,178,kidnapping,Q318296,137,P131,located in the administrative territorial entity,26,"locality, town, city, location (administrative territorial entity), located in the territorial entity, located in the administrative unit, located in the administrative territorial entity, located in administrative unit, is located in, is in the ward of, is in the voivodeship of, is in the village of, is in the town of, is in the territory of, is in the state of, is in the shire of, is in the settlement of, is in the rural city of, is in the region of, is in the province of, is in the principal area of, is in the prefecture of, is in the parish of, is in the municipality of, is in the local government area of, is in the Indian reserve of, is in the Indian reservation of, is in the district of, is in the department of, is in the county of, is in the commune of, is in the city of, is in the borough of, is in the arrondissement of, is in the administrative unit, is in the administrative region of, is in administrative unit, Indian reservation, in the administrative unit, in administrative unit, in, happens in, based in, administrative territory, region, state, territory, administrative territorial entity",http://wikiba.se/ontology#WikibaseItem,"['administrative territorial entity', 'fictional administrative territorial entity']","['Q56061', 'Q64034456']","{'Q41162': 2, 'Q1615742': 1, 'Q748149': 1, 'Q1549591': 7, 'Q1637706': 5, 'Q465842': 2, 'Q5327704': 1, 'Q515': 4, 'Q1289426': 1, 'Q13410438': 1, 'Q494721': 2, 'Q1149652': 1, 'Q1639634': 1, 'Q735428': 1, 'Q6256': 1, 'Q3624078': 1, 'Q174844': 1, 'Q467745': 1, 'Q2074737': 1, 'Q2264924': 2, 'Q33146843': 1, 'Q50330360': 1, 'Q51929311': 1, 'Q5119': 2, 'Q486972': 2, 'Q1057504': 1, 'Q62049': 1, 'Q1093829': 1, 'Q3184121': 2, 'Q1137833': 2, 'Q10564515': 1, 'Q11394721': 1, 'Q65589340': 2, 'Q4174776': 1, 'Q18663566': 1}"
Q7590,11271,kidnapping,Q318296,137,P580,start time,23,"starttime, starting, started in, start date, since, join time, join date, introduced, from time, from date, building date, beginning, began, from, introduction",http://wikiba.se/ontology#Time,,,{}
Q841236,178,kidnapping,Q318296,137,P580,start time,23,"starttime, starting, started in, start date, since, join time, join date, introduced, from time, from date, building date, beginning, began, from, introduction",http://wikiba.se/ontology#Time,,,{}
Q7590,11271,kidnapping,Q318296,137,P533,target,22,"target of attack, military target, attack target",http://wikiba.se/ontology#WikibaseItem,"['military operation plan', 'military operation', 'attack', 'offense', 'massacre', 'failed attack']","['Q149377', 'Q645883', 'Q1174599', 'Q1456832', 'Q3199915', 'Q28945444']","{'Q5': 13, 'Q4897819': 1, 'Q12737077': 4, 'Q28640': 2, 'Q11488158': 1, 'Q11197007': 1}"
Q841236,178,kidnapping,Q318296,137,P533,target,22,"target of attack, military target, attack target",http://wikiba.se/ontology#WikibaseItem,"['military operation plan', 'military operation', 'attack', 'offense', 'massacre', 'failed attack']","['Q149377', 'Q645883', 'Q1174599', 'Q1456832', 'Q3199915', 'Q28945444']","{'Q5': 13, 'Q4897819': 1, 'Q12737077': 4, 'Q28640': 2, 'Q11488158': 1, 'Q11197007': 1}"
Q7590,11271,kidnapping,Q318296,137,P582,end time,20,"till, stop time, left office, fall date, endtime, ends, enddate, end date, divorced, dissolved, completed in, closed, cease time, cease operation, cease date, ending, until, to",http://wikiba.se/ontology#Time,,,{}
Q841236,178,kidnapping,Q318296,137,P582,end time,20,"till, stop time, left office, fall date, endtime, ends, enddate, end date, divorced, dissolved, completed in, closed, cease time, cease operation, cease date, ending, until, to",http://wikiba.se/ontology#Time,,,{}
