a,b
http://www.wikidata.org/entity/P3448,http://www.wikidata.org/entity/P1038
http://www.wikidata.org/entity/P8810,http://www.wikidata.org/entity/P1038
http://www.wikidata.org/entity/P2109,http://www.wikidata.org/entity/P1056
http://www.wikidata.org/entity/P4661,http://www.wikidata.org/entity/P1056
http://www.wikidata.org/entity/P184,http://www.wikidata.org/entity/P1066
http://www.wikidata.org/entity/P740,http://www.wikidata.org/entity/P1071
http://www.wikidata.org/entity/P1539,http://www.wikidata.org/entity/P1082
http://www.wikidata.org/entity/P1540,http://www.wikidata.org/entity/P1082
http://www.wikidata.org/entity/P2351,http://www.wikidata.org/entity/P1083
http://www.wikidata.org/entity/P2320,http://www.wikidata.org/entity/P1114
http://www.wikidata.org/entity/P2324,http://www.wikidata.org/entity/P1114
http://www.wikidata.org/entity/P2351,http://www.wikidata.org/entity/P1114
http://www.wikidata.org/entity/P2664,http://www.wikidata.org/entity/P1114
http://www.wikidata.org/entity/P10209,http://www.wikidata.org/entity/P1114
http://www.wikidata.org/entity/P2907,http://www.wikidata.org/entity/P1181
http://www.wikidata.org/entity/P2031,http://www.wikidata.org/entity/P1317
http://www.wikidata.org/entity/P2032,http://www.wikidata.org/entity/P1317
http://www.wikidata.org/entity/P8554,http://www.wikidata.org/entity/P1319
http://www.wikidata.org/entity/P8555,http://www.wikidata.org/entity/P1326
http://www.wikidata.org/entity/P2095,http://www.wikidata.org/entity/P1327
http://www.wikidata.org/entity/P2900,http://www.wikidata.org/entity/P1329
http://www.wikidata.org/entity/P118,http://www.wikidata.org/entity/P1344
http://www.wikidata.org/entity/P450,http://www.wikidata.org/entity/P1344
http://www.wikidata.org/entity/P607,http://www.wikidata.org/entity/P1344
http://www.wikidata.org/entity/P2522,http://www.wikidata.org/entity/P1344
http://www.wikidata.org/entity/P3602,http://www.wikidata.org/entity/P1344
http://www.wikidata.org/entity/P991,http://www.wikidata.org/entity/P1346
http://www.wikidata.org/entity/P566,http://www.wikidata.org/entity/P1365
http://www.wikidata.org/entity/P1398,http://www.wikidata.org/entity/P1365
http://www.wikidata.org/entity/P1403,http://www.wikidata.org/entity/P1365
http://www.wikidata.org/entity/P167,http://www.wikidata.org/entity/P1366
http://www.wikidata.org/entity/P3179,http://www.wikidata.org/entity/P1382
http://www.wikidata.org/entity/P103,http://www.wikidata.org/entity/P1412
http://www.wikidata.org/entity/P6886,http://www.wikidata.org/entity/P1412
http://www.wikidata.org/entity/P69,http://www.wikidata.org/entity/P1416
http://www.wikidata.org/entity/P108,http://www.wikidata.org/entity/P1416
http://www.wikidata.org/entity/P463,http://www.wikidata.org/entity/P1416
http://www.wikidata.org/entity/P566,http://www.wikidata.org/entity/P1420
http://www.wikidata.org/entity/P3858,http://www.wikidata.org/entity/P1424
http://www.wikidata.org/entity/P814,http://www.wikidata.org/entity/P1435
http://www.wikidata.org/entity/P4584,http://www.wikidata.org/entity/P1441
http://www.wikidata.org/entity/P9382,http://www.wikidata.org/entity/P1448
http://www.wikidata.org/entity/P358,http://www.wikidata.org/entity/P1455
http://www.wikidata.org/entity/P1283,http://www.wikidata.org/entity/P1455
http://www.wikidata.org/entity/P1456,http://www.wikidata.org/entity/P1455
http://www.wikidata.org/entity/P1680,http://www.wikidata.org/entity/P1476
http://www.wikidata.org/entity/P2849,http://www.wikidata.org/entity/P1478
http://www.wikidata.org/entity/P137,http://www.wikidata.org/entity/P1535
http://www.wikidata.org/entity/P1056,http://www.wikidata.org/entity/P1536
http://www.wikidata.org/entity/P680,http://www.wikidata.org/entity/P1542
http://www.wikidata.org/entity/P1536,http://www.wikidata.org/entity/P1542
http://www.wikidata.org/entity/P1537,http://www.wikidata.org/entity/P1542
http://www.wikidata.org/entity/P393,http://www.wikidata.org/entity/P1545
http://www.wikidata.org/entity/P670,http://www.wikidata.org/entity/P1545
http://www.wikidata.org/entity/P965,http://www.wikidata.org/entity/P1545
http://www.wikidata.org/entity/P1618,http://www.wikidata.org/entity/P1545
http://www.wikidata.org/entity/P1836,http://www.wikidata.org/entity/P1545
http://www.wikidata.org/entity/P5474,http://www.wikidata.org/entity/P1545
http://www.wikidata.org/entity/P5901,http://www.wikidata.org/entity/P1545
http://www.wikidata.org/entity/P1372,http://www.wikidata.org/entity/P1547
http://www.wikidata.org/entity/P1414,http://www.wikidata.org/entity/P1547
http://www.wikidata.org/entity/P2377,http://www.wikidata.org/entity/P1547
http://www.wikidata.org/entity/P1557,http://www.wikidata.org/entity/P1552
http://www.wikidata.org/entity/P1419,http://www.wikidata.org/entity/P1557
http://www.wikidata.org/entity/P2702,http://www.wikidata.org/entity/P1557
http://www.wikidata.org/entity/P3701,http://www.wikidata.org/entity/P1557
http://www.wikidata.org/entity/P3966,http://www.wikidata.org/entity/P1557
http://www.wikidata.org/entity/P4043,http://www.wikidata.org/entity/P1557
http://www.wikidata.org/entity/P4428,http://www.wikidata.org/entity/P1557
http://www.wikidata.org/entity/P7078,http://www.wikidata.org/entity/P1557
http://www.wikidata.org/entity/P3311,http://www.wikidata.org/entity/P1621
http://www.wikidata.org/entity/P2888,http://www.wikidata.org/entity/P1628
http://www.wikidata.org/entity/P10726,http://www.wikidata.org/entity/P1629
http://www.wikidata.org/entity/P1921,http://www.wikidata.org/entity/P1630
http://www.wikidata.org/entity/P2720,http://www.wikidata.org/entity/P1630
http://www.wikidata.org/entity/P3303,http://www.wikidata.org/entity/P1630
http://www.wikidata.org/entity/P1647,http://www.wikidata.org/entity/P1659
http://www.wikidata.org/entity/P1696,http://www.wikidata.org/entity/P1659
http://www.wikidata.org/entity/P4070,http://www.wikidata.org/entity/P1706
http://www.wikidata.org/entity/P9531,http://www.wikidata.org/entity/P1706
http://www.wikidata.org/entity/P2744,http://www.wikidata.org/entity/P1810
http://www.wikidata.org/entity/P835,http://www.wikidata.org/entity/P1813
http://www.wikidata.org/entity/P5093,http://www.wikidata.org/entity/P1824
http://www.wikidata.org/entity/P355,http://www.wikidata.org/entity/P1830
http://www.wikidata.org/entity/P8485,http://www.wikidata.org/entity/P1846
http://www.wikidata.org/entity/P2271,http://www.wikidata.org/entity/P1855
http://www.wikidata.org/entity/P10607,http://www.wikidata.org/entity/P1875
http://www.wikidata.org/entity/P1533,http://www.wikidata.org/entity/P1889
http://www.wikidata.org/entity/P2743,http://www.wikidata.org/entity/P1889
http://www.wikidata.org/entity/P3364,http://www.wikidata.org/entity/P1889
http://www.wikidata.org/entity/P5135,http://www.wikidata.org/entity/P1889
http://www.wikidata.org/entity/P5136,http://www.wikidata.org/entity/P1889
http://www.wikidata.org/entity/P630,http://www.wikidata.org/entity/P1945
http://www.wikidata.org/entity/P1854,http://www.wikidata.org/entity/P1945
http://www.wikidata.org/entity/P4533,http://www.wikidata.org/entity/P1945
http://www.wikidata.org/entity/P5093,http://www.wikidata.org/entity/P1945
http://www.wikidata.org/entity/P5207,http://www.wikidata.org/entity/P1945
http://www.wikidata.org/entity/P5946,http://www.wikidata.org/entity/P1945
http://www.wikidata.org/entity/P8447,http://www.wikidata.org/entity/P1945
http://www.wikidata.org/entity/P8710,http://www.wikidata.org/entity/P1945
http://www.wikidata.org/entity/P9221,http://www.wikidata.org/entity/P1945
http://www.wikidata.org/entity/P10198,http://www.wikidata.org/entity/P1945
http://www.wikidata.org/entity/P10451,http://www.wikidata.org/entity/P1945
http://www.wikidata.org/entity/P2048,http://www.wikidata.org/entity/P2043
http://www.wikidata.org/entity/P2049,http://www.wikidata.org/entity/P2043
http://www.wikidata.org/entity/P2073,http://www.wikidata.org/entity/P2043
http://www.wikidata.org/entity/P2120,http://www.wikidata.org/entity/P2043
http://www.wikidata.org/entity/P2148,http://www.wikidata.org/entity/P2043
http://www.wikidata.org/entity/P2233,http://www.wikidata.org/entity/P2043
http://www.wikidata.org/entity/P2583,http://www.wikidata.org/entity/P2043
http://www.wikidata.org/entity/P2610,http://www.wikidata.org/entity/P2043
http://www.wikidata.org/entity/P3157,http://www.wikidata.org/entity/P2043
http://www.wikidata.org/entity/P4511,http://www.wikidata.org/entity/P2043
http://www.wikidata.org/entity/P5524,http://www.wikidata.org/entity/P2043
http://www.wikidata.org/entity/P2254,http://www.wikidata.org/entity/P2044
http://www.wikidata.org/entity/P2923,http://www.wikidata.org/entity/P2044
http://www.wikidata.org/entity/P2053,http://www.wikidata.org/entity/P2046
http://www.wikidata.org/entity/P2112,http://www.wikidata.org/entity/P2046
http://www.wikidata.org/entity/P2097,http://www.wikidata.org/entity/P2047
http://www.wikidata.org/entity/P2114,http://www.wikidata.org/entity/P2047
http://www.wikidata.org/entity/P2146,http://www.wikidata.org/entity/P2047
http://www.wikidata.org/entity/P2147,http://www.wikidata.org/entity/P2047
http://www.wikidata.org/entity/P2250,http://www.wikidata.org/entity/P2047
http://www.wikidata.org/entity/P2645,http://www.wikidata.org/entity/P2047
http://www.wikidata.org/entity/P2781,http://www.wikidata.org/entity/P2047
http://www.wikidata.org/entity/P2873,http://www.wikidata.org/entity/P2047
http://www.wikidata.org/entity/P3020,http://www.wikidata.org/entity/P2047
http://www.wikidata.org/entity/P3063,http://www.wikidata.org/entity/P2047
http://www.wikidata.org/entity/P2660,http://www.wikidata.org/entity/P2048
http://www.wikidata.org/entity/P2217,http://www.wikidata.org/entity/P2052
http://www.wikidata.org/entity/P5070,http://www.wikidata.org/entity/P2061
http://www.wikidata.org/entity/P4519,http://www.wikidata.org/entity/P2067
http://www.wikidata.org/entity/P3251,http://www.wikidata.org/entity/P2076
http://www.wikidata.org/entity/P3252,http://www.wikidata.org/entity/P2076
http://www.wikidata.org/entity/P3253,http://www.wikidata.org/entity/P2076
http://www.wikidata.org/entity/P6591,http://www.wikidata.org/entity/P2076
http://www.wikidata.org/entity/P7422,http://www.wikidata.org/entity/P2076
http://www.wikidata.org/entity/P1725,http://www.wikidata.org/entity/P2144
http://www.wikidata.org/entity/P2149,http://www.wikidata.org/entity/P2144
http://www.wikidata.org/entity/P2150,http://www.wikidata.org/entity/P2144
http://www.wikidata.org/entity/P2142,http://www.wikidata.org/entity/P2232
http://www.wikidata.org/entity/P8628,http://www.wikidata.org/entity/P2234
http://www.wikidata.org/entity/P2896,http://www.wikidata.org/entity/P2257
http://www.wikidata.org/entity/P121,http://www.wikidata.org/entity/P2283
http://www.wikidata.org/entity/P186,http://www.wikidata.org/entity/P2283
http://www.wikidata.org/entity/P408,http://www.wikidata.org/entity/P2283
http://www.wikidata.org/entity/P618,http://www.wikidata.org/entity/P2283
http://www.wikidata.org/entity/P1547,http://www.wikidata.org/entity/P2283
http://www.wikidata.org/entity/P2079,http://www.wikidata.org/entity/P2283
http://www.wikidata.org/entity/P2563,http://www.wikidata.org/entity/P2283
http://www.wikidata.org/entity/P3176,http://www.wikidata.org/entity/P2283
http://www.wikidata.org/entity/P4151,http://www.wikidata.org/entity/P2283
http://www.wikidata.org/entity/P2555,http://www.wikidata.org/entity/P2284
http://www.wikidata.org/entity/P1916,http://www.wikidata.org/entity/P2293
http://www.wikidata.org/entity/P432,http://www.wikidata.org/entity/P2317
http://www.wikidata.org/entity/P2417,http://www.wikidata.org/entity/P2321
http://www.wikidata.org/entity/P4320,http://www.wikidata.org/entity/P2321
http://www.wikidata.org/entity/P4321,http://www.wikidata.org/entity/P2321
http://www.wikidata.org/entity/P4322,http://www.wikidata.org/entity/P2321
http://www.wikidata.org/entity/P4323,http://www.wikidata.org/entity/P2321
http://www.wikidata.org/entity/P4324,http://www.wikidata.org/entity/P2321
http://www.wikidata.org/entity/P687,http://www.wikidata.org/entity/P2322
http://www.wikidata.org/entity/P818,http://www.wikidata.org/entity/P2322
http://www.wikidata.org/entity/P893,http://www.wikidata.org/entity/P2322
http://www.wikidata.org/entity/P3951,http://www.wikidata.org/entity/P2322
http://www.wikidata.org/entity/P6769,http://www.wikidata.org/entity/P2322
http://www.wikidata.org/entity/P9801,http://www.wikidata.org/entity/P2322
http://www.wikidata.org/entity/P1455,http://www.wikidata.org/entity/P2354
http://www.wikidata.org/entity/P1456,http://www.wikidata.org/entity/P2354
http://www.wikidata.org/entity/P1753,http://www.wikidata.org/entity/P2354
http://www.wikidata.org/entity/P1811,http://www.wikidata.org/entity/P2354
http://www.wikidata.org/entity/P1881,http://www.wikidata.org/entity/P2354
http://www.wikidata.org/entity/P1721,http://www.wikidata.org/entity/P2440
http://www.wikidata.org/entity/P1814,http://www.wikidata.org/entity/P2440
http://www.wikidata.org/entity/P1942,http://www.wikidata.org/entity/P2440
http://www.wikidata.org/entity/P2001,http://www.wikidata.org/entity/P2440
http://www.wikidata.org/entity/P2125,http://www.wikidata.org/entity/P2440
http://www.wikidata.org/entity/P2126,http://www.wikidata.org/entity/P2440
http://www.wikidata.org/entity/P2183,http://www.wikidata.org/entity/P2440
http://www.wikidata.org/entity/P2719,http://www.wikidata.org/entity/P2440
http://www.wikidata.org/entity/P4187,http://www.wikidata.org/entity/P2440
http://www.wikidata.org/entity/P4189,http://www.wikidata.org/entity/P2440
http://www.wikidata.org/entity/P5139,http://www.wikidata.org/entity/P2440
http://www.wikidata.org/entity/P7581,http://www.wikidata.org/entity/P2440
http://www.wikidata.org/entity/P9373,http://www.wikidata.org/entity/P2440
http://www.wikidata.org/entity/P9453,http://www.wikidata.org/entity/P2440
http://www.wikidata.org/entity/P2370,http://www.wikidata.org/entity/P2442
http://www.wikidata.org/entity/P1001,http://www.wikidata.org/entity/P2541
http://www.wikidata.org/entity/P6607,http://www.wikidata.org/entity/P2559
http://www.wikidata.org/entity/P6824,http://www.wikidata.org/entity/P2559
http://www.wikidata.org/entity/P561,http://www.wikidata.org/entity/P2561
http://www.wikidata.org/entity/P734,http://www.wikidata.org/entity/P2561
http://www.wikidata.org/entity/P735,http://www.wikidata.org/entity/P2561
http://www.wikidata.org/entity/P742,http://www.wikidata.org/entity/P2561
http://www.wikidata.org/entity/P1448,http://www.wikidata.org/entity/P2561
http://www.wikidata.org/entity/P1449,http://www.wikidata.org/entity/P2561
http://www.wikidata.org/entity/P1476,http://www.wikidata.org/entity/P2561
http://www.wikidata.org/entity/P1477,http://www.wikidata.org/entity/P2561
http://www.wikidata.org/entity/P1559,http://www.wikidata.org/entity/P2561
http://www.wikidata.org/entity/P1705,http://www.wikidata.org/entity/P2561
http://www.wikidata.org/entity/P1782,http://www.wikidata.org/entity/P2561
http://www.wikidata.org/entity/P1813,http://www.wikidata.org/entity/P2561
http://www.wikidata.org/entity/P1814,http://www.wikidata.org/entity/P2561
http://www.wikidata.org/entity/P1843,http://www.wikidata.org/entity/P2561
http://www.wikidata.org/entity/P2358,http://www.wikidata.org/entity/P2561
http://www.wikidata.org/entity/P2562,http://www.wikidata.org/entity/P2561
http://www.wikidata.org/entity/P4633,http://www.wikidata.org/entity/P2561
http://www.wikidata.org/entity/P6427,http://www.wikidata.org/entity/P2561
http://www.wikidata.org/entity/P8500,http://www.wikidata.org/entity/P2561
http://www.wikidata.org/entity/P8927,http://www.wikidata.org/entity/P2561
http://www.wikidata.org/entity/P2184,http://www.wikidata.org/entity/P2579
http://www.wikidata.org/entity/P8744,http://www.wikidata.org/entity/P2579
http://www.wikidata.org/entity/P1104,http://www.wikidata.org/entity/P2635
http://www.wikidata.org/entity/P1113,http://www.wikidata.org/entity/P2635
http://www.wikidata.org/entity/P2437,http://www.wikidata.org/entity/P2635
http://www.wikidata.org/entity/P360,http://www.wikidata.org/entity/P2670
http://www.wikidata.org/entity/P912,http://www.wikidata.org/entity/P2670
http://www.wikidata.org/entity/P1990,http://www.wikidata.org/entity/P2670
http://www.wikidata.org/entity/P4000,http://www.wikidata.org/entity/P2670
http://www.wikidata.org/entity/P8570,http://www.wikidata.org/entity/P2670
http://www.wikidata.org/entity/P9192,http://www.wikidata.org/entity/P2670
http://www.wikidata.org/entity/P8794,http://www.wikidata.org/entity/P2676
http://www.wikidata.org/entity/P854,http://www.wikidata.org/entity/P2699
http://www.wikidata.org/entity/P856,http://www.wikidata.org/entity/P2699
http://www.wikidata.org/entity/P953,http://www.wikidata.org/entity/P2699
http://www.wikidata.org/entity/P968,http://www.wikidata.org/entity/P2699
http://www.wikidata.org/entity/P973,http://www.wikidata.org/entity/P2699
http://www.wikidata.org/entity/P1019,http://www.wikidata.org/entity/P2699
http://www.wikidata.org/entity/P1065,http://www.wikidata.org/entity/P2699
http://www.wikidata.org/entity/P1324,http://www.wikidata.org/entity/P2699
http://www.wikidata.org/entity/P1581,http://www.wikidata.org/entity/P2699
http://www.wikidata.org/entity/P1613,http://www.wikidata.org/entity/P2699
http://www.wikidata.org/entity/P1628,http://www.wikidata.org/entity/P2699
http://www.wikidata.org/entity/P1709,http://www.wikidata.org/entity/P2699
http://www.wikidata.org/entity/P3254,http://www.wikidata.org/entity/P2699
http://www.wikidata.org/entity/P4238,http://www.wikidata.org/entity/P2699
http://www.wikidata.org/entity/P5305,http://www.wikidata.org/entity/P2699
http://www.wikidata.org/entity/P6269,http://www.wikidata.org/entity/P2699
http://www.wikidata.org/entity/P6378,http://www.wikidata.org/entity/P2699
http://www.wikidata.org/entity/P6818,http://www.wikidata.org/entity/P2699
http://www.wikidata.org/entity/P7014,http://www.wikidata.org/entity/P2699
http://www.wikidata.org/entity/P7101,http://www.wikidata.org/entity/P2699
http://www.wikidata.org/entity/P7569,http://www.wikidata.org/entity/P2699
http://www.wikidata.org/entity/P8009,http://www.wikidata.org/entity/P2699
http://www.wikidata.org/entity/P9361,http://www.wikidata.org/entity/P2699
http://www.wikidata.org/entity/P9601,http://www.wikidata.org/entity/P2699
http://www.wikidata.org/entity/P9732,http://www.wikidata.org/entity/P2699
http://www.wikidata.org/entity/P9748,http://www.wikidata.org/entity/P2699
http://www.wikidata.org/entity/P10214,http://www.wikidata.org/entity/P2699
http://www.wikidata.org/entity/P10286,http://www.wikidata.org/entity/P2699
http://www.wikidata.org/entity/P10311,http://www.wikidata.org/entity/P2699
http://www.wikidata.org/entity/P2738,http://www.wikidata.org/entity/P2737
http://www.wikidata.org/entity/P3261,http://www.wikidata.org/entity/P2789
http://www.wikidata.org/entity/P3262,http://www.wikidata.org/entity/P2789
http://www.wikidata.org/entity/P3490,http://www.wikidata.org/entity/P2789
http://www.wikidata.org/entity/P3491,http://www.wikidata.org/entity/P2789
http://www.wikidata.org/entity/P426,http://www.wikidata.org/entity/P2802
http://www.wikidata.org/entity/P458,http://www.wikidata.org/entity/P2802
http://www.wikidata.org/entity/P169,http://www.wikidata.org/entity/P2828
http://www.wikidata.org/entity/P6166,http://www.wikidata.org/entity/P2860
http://www.wikidata.org/entity/P2997,http://www.wikidata.org/entity/P2899
http://www.wikidata.org/entity/P2998,http://www.wikidata.org/entity/P2899
http://www.wikidata.org/entity/P2999,http://www.wikidata.org/entity/P2899
http://www.wikidata.org/entity/P3000,http://www.wikidata.org/entity/P2899
http://www.wikidata.org/entity/P3001,http://www.wikidata.org/entity/P2899
http://www.wikidata.org/entity/P3270,http://www.wikidata.org/entity/P2899
http://www.wikidata.org/entity/P154,http://www.wikidata.org/entity/P2910
http://www.wikidata.org/entity/P367,http://www.wikidata.org/entity/P2910
http://www.wikidata.org/entity/P1543,http://www.wikidata.org/entity/P2910
http://www.wikidata.org/entity/P7407,http://www.wikidata.org/entity/P2910
http://www.wikidata.org/entity/P7415,http://www.wikidata.org/entity/P2910
http://www.wikidata.org/entity/P1041,http://www.wikidata.org/entity/P2935
http://www.wikidata.org/entity/P37,http://www.wikidata.org/entity/P2936
http://www.wikidata.org/entity/P6711,http://www.wikidata.org/entity/P2957
http://www.wikidata.org/entity/P10176,http://www.wikidata.org/entity/P2975
http://www.wikidata.org/entity/P58,http://www.wikidata.org/entity/P3092
http://www.wikidata.org/entity/P344,http://www.wikidata.org/entity/P3092
http://www.wikidata.org/entity/P725,http://www.wikidata.org/entity/P3092
http://www.wikidata.org/entity/P1040,http://www.wikidata.org/entity/P3092
http://www.wikidata.org/entity/P2554,http://www.wikidata.org/entity/P3092
http://www.wikidata.org/entity/P3275,http://www.wikidata.org/entity/P3092
http://www.wikidata.org/entity/P6942,http://www.wikidata.org/entity/P3092
http://www.wikidata.org/entity/P2554,http://www.wikidata.org/entity/P3174
http://www.wikidata.org/entity/P4213,http://www.wikidata.org/entity/P3295
http://www.wikidata.org/entity/P5024,http://www.wikidata.org/entity/P3300
http://www.wikidata.org/entity/P26,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P40,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P57,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P157,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P161,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P371,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P451,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P488,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P710,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P802,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P1038,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P1066,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P1327,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P1640,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P1656,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P1774,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P1775,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P1776,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P1777,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P1778,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P1877,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P1891,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P2515,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P2546,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P3092,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P3205,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P3300,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P3764,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P3975,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P4345,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P4608,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P4805,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P5053,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P6338,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P7047,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P8670,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P5852,http://www.wikidata.org/entity/P3452
http://www.wikidata.org/entity/P2839,http://www.wikidata.org/entity/P3512
http://www.wikidata.org/entity/P3432,http://www.wikidata.org/entity/P3578
http://www.wikidata.org/entity/P533,http://www.wikidata.org/entity/P3712
http://www.wikidata.org/entity/P2500,http://www.wikidata.org/entity/P3729
http://www.wikidata.org/entity/P171,http://www.wikidata.org/entity/P3730
http://www.wikidata.org/entity/P2499,http://www.wikidata.org/entity/P3730
http://www.wikidata.org/entity/P3772,http://www.wikidata.org/entity/P3771
http://www.wikidata.org/entity/P3773,http://www.wikidata.org/entity/P3776
http://www.wikidata.org/entity/P548,http://www.wikidata.org/entity/P3831
http://www.wikidata.org/entity/P1039,http://www.wikidata.org/entity/P3831
http://www.wikidata.org/entity/P212,http://www.wikidata.org/entity/P3962
http://www.wikidata.org/entity/P5032,http://www.wikidata.org/entity/P3995
http://www.wikidata.org/entity/P5033,http://www.wikidata.org/entity/P3995
http://www.wikidata.org/entity/P6867,http://www.wikidata.org/entity/P4073
http://www.wikidata.org/entity/P5266,http://www.wikidata.org/entity/P4109
http://www.wikidata.org/entity/P8980,http://www.wikidata.org/entity/P4109
http://www.wikidata.org/entity/P3271,http://www.wikidata.org/entity/P4135
http://www.wikidata.org/entity/P4640,http://www.wikidata.org/entity/P4291
http://www.wikidata.org/entity/P4552,http://www.wikidata.org/entity/P4688
http://www.wikidata.org/entity/P5572,http://www.wikidata.org/entity/P4774
http://www.wikidata.org/entity/P1924,http://www.wikidata.org/entity/P4954
http://www.wikidata.org/entity/P8131,http://www.wikidata.org/entity/P4969
http://www.wikidata.org/entity/P923,http://www.wikidata.org/entity/P4988
http://www.wikidata.org/entity/P7075,http://www.wikidata.org/entity/P5059
http://www.wikidata.org/entity/P5810,http://www.wikidata.org/entity/P5061
http://www.wikidata.org/entity/P2202,http://www.wikidata.org/entity/P5447
http://www.wikidata.org/entity/P2203,http://www.wikidata.org/entity/P5448
http://www.wikidata.org/entity/P6623,http://www.wikidata.org/entity/P6262
http://www.wikidata.org/entity/P5305,http://www.wikidata.org/entity/P6269
http://www.wikidata.org/entity/P2177,http://www.wikidata.org/entity/P6274
http://www.wikidata.org/entity/P2710,http://www.wikidata.org/entity/P6274
http://www.wikidata.org/entity/P6686,http://www.wikidata.org/entity/P6670
http://www.wikidata.org/entity/P1683,http://www.wikidata.org/entity/P7081
http://www.wikidata.org/entity/P7150,http://www.wikidata.org/entity/P7081
http://www.wikidata.org/entity/P1200,http://www.wikidata.org/entity/P7084
http://www.wikidata.org/entity/P1464,http://www.wikidata.org/entity/P7084
http://www.wikidata.org/entity/P1465,http://www.wikidata.org/entity/P7084
http://www.wikidata.org/entity/P1740,http://www.wikidata.org/entity/P7084
http://www.wikidata.org/entity/P1791,http://www.wikidata.org/entity/P7084
http://www.wikidata.org/entity/P1792,http://www.wikidata.org/entity/P7084
http://www.wikidata.org/entity/P5996,http://www.wikidata.org/entity/P7084
http://www.wikidata.org/entity/P10280,http://www.wikidata.org/entity/P7084
http://www.wikidata.org/entity/P159,http://www.wikidata.org/entity/P7153
http://www.wikidata.org/entity/P189,http://www.wikidata.org/entity/P7153
http://www.wikidata.org/entity/P291,http://www.wikidata.org/entity/P7153
http://www.wikidata.org/entity/P485,http://www.wikidata.org/entity/P7153
http://www.wikidata.org/entity/P495,http://www.wikidata.org/entity/P7153
http://www.wikidata.org/entity/P504,http://www.wikidata.org/entity/P7153
http://www.wikidata.org/entity/P833,http://www.wikidata.org/entity/P7153
http://www.wikidata.org/entity/P840,http://www.wikidata.org/entity/P7153
http://www.wikidata.org/entity/P931,http://www.wikidata.org/entity/P7153
http://www.wikidata.org/entity/P937,http://www.wikidata.org/entity/P7153
http://www.wikidata.org/entity/P1001,http://www.wikidata.org/entity/P7153
http://www.wikidata.org/entity/P1071,http://www.wikidata.org/entity/P7153
http://www.wikidata.org/entity/P1158,http://www.wikidata.org/entity/P7153
http://www.wikidata.org/entity/P2842,http://www.wikidata.org/entity/P7153
http://www.wikidata.org/entity/P4647,http://www.wikidata.org/entity/P7153
http://www.wikidata.org/entity/P5248,http://www.wikidata.org/entity/P7153
http://www.wikidata.org/entity/P8411,http://www.wikidata.org/entity/P7153
http://www.wikidata.org/entity/P8546,http://www.wikidata.org/entity/P7153
http://www.wikidata.org/entity/P9600,http://www.wikidata.org/entity/P7153
http://www.wikidata.org/entity/P184,http://www.wikidata.org/entity/P7604
http://www.wikidata.org/entity/P144,http://www.wikidata.org/entity/P8371
http://www.wikidata.org/entity/P941,http://www.wikidata.org/entity/P8371
http://www.wikidata.org/entity/P1625,http://www.wikidata.org/entity/P8371
http://www.wikidata.org/entity/P2675,http://www.wikidata.org/entity/P8371
http://www.wikidata.org/entity/P2860,http://www.wikidata.org/entity/P8371
http://www.wikidata.org/entity/P5707,http://www.wikidata.org/entity/P8371
