a,b
http://www.wikidata.org/entity/P6439,http://www.wikidata.org/entity/P8371
http://www.wikidata.org/entity/P4291,http://www.wikidata.org/entity/P8517
http://www.wikidata.org/entity/P483,http://www.wikidata.org/entity/P8546
http://www.wikidata.org/entity/P915,http://www.wikidata.org/entity/P8546
http://www.wikidata.org/entity/P22,http://www.wikidata.org/entity/P8810
http://www.wikidata.org/entity/P25,http://www.wikidata.org/entity/P8810
http://www.wikidata.org/entity/P8646,http://www.wikidata.org/entity/P9234
http://www.wikidata.org/entity/P9899,http://www.wikidata.org/entity/P9883
http://www.wikidata.org/entity/P7457,http://www.wikidata.org/entity/P9906
http://www.wikidata.org/entity/P9493,http://www.wikidata.org/entity/P10527
http://www.wikidata.org/entity/P10601,http://www.wikidata.org/entity/P10602
http://www.wikidata.org/entity/P27,http://www.wikidata.org/entity/P131
http://www.wikidata.org/entity/P495,http://www.wikidata.org/entity/P131
http://www.wikidata.org/entity/P1532,http://www.wikidata.org/entity/P131
http://www.wikidata.org/entity/P8047,http://www.wikidata.org/entity/P131
http://www.wikidata.org/entity/P57,http://www.wikidata.org/entity/P170
http://www.wikidata.org/entity/P58,http://www.wikidata.org/entity/P170
http://www.wikidata.org/entity/P87,http://www.wikidata.org/entity/P170
http://www.wikidata.org/entity/P676,http://www.wikidata.org/entity/P170
http://www.wikidata.org/entity/P450,http://www.wikidata.org/entity/P2283
http://www.wikidata.org/entity/P1072,http://www.wikidata.org/entity/P2283
http://www.wikidata.org/entity/P3438,http://www.wikidata.org/entity/P2283
http://www.wikidata.org/entity/P3828,http://www.wikidata.org/entity/P2283
http://www.wikidata.org/entity/P17,http://www.wikidata.org/entity/P276
http://www.wikidata.org/entity/P1376,http://www.wikidata.org/entity/P276
http://www.wikidata.org/entity/P3018,http://www.wikidata.org/entity/P276
http://www.wikidata.org/entity/P17,http://www.wikidata.org/entity/P361
http://www.wikidata.org/entity/P1376,http://www.wikidata.org/entity/P361
http://www.wikidata.org/entity/P3018,http://www.wikidata.org/entity/P361
http://www.wikidata.org/entity/P5353,http://www.wikidata.org/entity/P1535
http://www.wikidata.org/entity/P9810,http://www.wikidata.org/entity/P8371
http://www.wikidata.org/entity/P14,http://www.wikidata.org/entity/P2910
http://www.wikidata.org/entity/P1885,http://www.wikidata.org/entity/P7153
http://www.wikidata.org/entity/P371,http://www.wikidata.org/entity/P175
http://www.wikidata.org/entity/P161,http://www.wikidata.org/entity/P767
http://www.wikidata.org/entity/P943,http://www.wikidata.org/entity/P170
http://www.wikidata.org/entity/P1257,http://www.wikidata.org/entity/P527
http://www.wikidata.org/entity/P4675,http://www.wikidata.org/entity/P527
http://www.wikidata.org/entity/P6243,http://www.wikidata.org/entity/P527
http://www.wikidata.org/entity/P65,http://www.wikidata.org/entity/P7153
http://www.wikidata.org/entity/P4661,http://www.wikidata.org/entity/P276
http://www.wikidata.org/entity/P15,http://www.wikidata.org/entity/P18
http://www.wikidata.org/entity/P1621,http://www.wikidata.org/entity/P18
http://www.wikidata.org/entity/P15,http://www.wikidata.org/entity/P927
http://www.wikidata.org/entity/P1621,http://www.wikidata.org/entity/P927
http://www.wikidata.org/entity/P84,http://www.wikidata.org/entity/P170
http://www.wikidata.org/entity/P722,http://www.wikidata.org/entity/P528
http://www.wikidata.org/entity/P954,http://www.wikidata.org/entity/P528
http://www.wikidata.org/entity/P1377,http://www.wikidata.org/entity/P528
http://www.wikidata.org/entity/P1378,http://www.wikidata.org/entity/P528
http://www.wikidata.org/entity/P2815,http://www.wikidata.org/entity/P528
http://www.wikidata.org/entity/P3104,http://www.wikidata.org/entity/P528
http://www.wikidata.org/entity/P5696,http://www.wikidata.org/entity/P528
http://www.wikidata.org/entity/P6785,http://www.wikidata.org/entity/P528
http://www.wikidata.org/entity/P8181,http://www.wikidata.org/entity/P528
http://www.wikidata.org/entity/P8448,http://www.wikidata.org/entity/P528
http://www.wikidata.org/entity/P8671,http://www.wikidata.org/entity/P528
http://www.wikidata.org/entity/P4379,http://www.wikidata.org/entity/P527
http://www.wikidata.org/entity/P4379,http://www.wikidata.org/entity/P1830
http://www.wikidata.org/entity/P53,http://www.wikidata.org/entity/P1416
http://www.wikidata.org/entity/P54,http://www.wikidata.org/entity/P1416
http://www.wikidata.org/entity/P102,http://www.wikidata.org/entity/P1416
http://www.wikidata.org/entity/P114,http://www.wikidata.org/entity/P1416
http://www.wikidata.org/entity/P550,http://www.wikidata.org/entity/P1416
http://www.wikidata.org/entity/P611,http://www.wikidata.org/entity/P1416
http://www.wikidata.org/entity/P4100,http://www.wikidata.org/entity/P1416
http://www.wikidata.org/entity/P5096,http://www.wikidata.org/entity/P1416
http://www.wikidata.org/entity/P5832,http://www.wikidata.org/entity/P1416
http://www.wikidata.org/entity/P7779,http://www.wikidata.org/entity/P1416
http://www.wikidata.org/entity/P35,http://www.wikidata.org/entity/P1037
http://www.wikidata.org/entity/P6,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P35,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P263,http://www.wikidata.org/entity/P276
http://www.wikidata.org/entity/P2632,http://www.wikidata.org/entity/P276
http://www.wikidata.org/entity/P569,http://www.wikidata.org/entity/P585
http://www.wikidata.org/entity/P580,http://www.wikidata.org/entity/P585
http://www.wikidata.org/entity/P1619,http://www.wikidata.org/entity/P585
http://www.wikidata.org/entity/P9448,http://www.wikidata.org/entity/P585
http://www.wikidata.org/entity/P10135,http://www.wikidata.org/entity/P585
http://www.wikidata.org/entity/P8556,http://www.wikidata.org/entity/P582
http://www.wikidata.org/entity/P9667,http://www.wikidata.org/entity/P582
http://www.wikidata.org/entity/P1191,http://www.wikidata.org/entity/P585
http://www.wikidata.org/entity/P523,http://www.wikidata.org/entity/P571
http://www.wikidata.org/entity/P729,http://www.wikidata.org/entity/P571
http://www.wikidata.org/entity/P1636,http://www.wikidata.org/entity/P571
http://www.wikidata.org/entity/P2031,http://www.wikidata.org/entity/P571
http://www.wikidata.org/entity/P7124,http://www.wikidata.org/entity/P571
http://www.wikidata.org/entity/P8555,http://www.wikidata.org/entity/P571
http://www.wikidata.org/entity/P524,http://www.wikidata.org/entity/P585
http://www.wikidata.org/entity/P570,http://www.wikidata.org/entity/P585
http://www.wikidata.org/entity/P576,http://www.wikidata.org/entity/P585
http://www.wikidata.org/entity/P730,http://www.wikidata.org/entity/P585
http://www.wikidata.org/entity/P746,http://www.wikidata.org/entity/P585
http://www.wikidata.org/entity/P2032,http://www.wikidata.org/entity/P585
http://www.wikidata.org/entity/P2669,http://www.wikidata.org/entity/P585
http://www.wikidata.org/entity/P3999,http://www.wikidata.org/entity/P585
http://www.wikidata.org/entity/P7125,http://www.wikidata.org/entity/P585
http://www.wikidata.org/entity/P8554,http://www.wikidata.org/entity/P585
http://www.wikidata.org/entity/P30,http://www.wikidata.org/entity/P276
http://www.wikidata.org/entity/P4614,http://www.wikidata.org/entity/P276
http://www.wikidata.org/entity/P4688,http://www.wikidata.org/entity/P276
http://www.wikidata.org/entity/P30,http://www.wikidata.org/entity/P361
http://www.wikidata.org/entity/P4614,http://www.wikidata.org/entity/P361
http://www.wikidata.org/entity/P4688,http://www.wikidata.org/entity/P361
http://www.wikidata.org/entity/P682,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P726,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P767,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P823,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P967,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P1346,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P1591,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P1592,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P1593,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P1594,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P1620,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P1923,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P2321,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P2417,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P8031,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P8032,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P991,http://www.wikidata.org/entity/P710
http://www.wikidata.org/entity/P1950,http://www.wikidata.org/entity/P2561
http://www.wikidata.org/entity/P6978,http://www.wikidata.org/entity/P2561
http://www.wikidata.org/entity/P9139,http://www.wikidata.org/entity/P2561
http://www.wikidata.org/entity/P9688,http://www.wikidata.org/entity/P2561
http://www.wikidata.org/entity/P9687,http://www.wikidata.org/entity/P2561
http://www.wikidata.org/entity/P5353,http://www.wikidata.org/entity/P127
http://www.wikidata.org/entity/P175,http://www.wikidata.org/entity/P710
http://www.wikidata.org/entity/P185,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P770,http://www.wikidata.org/entity/P155
http://www.wikidata.org/entity/P1478,http://www.wikidata.org/entity/P155
http://www.wikidata.org/entity/P1479,http://www.wikidata.org/entity/P155
http://www.wikidata.org/entity/P4656,http://www.wikidata.org/entity/P2699
http://www.wikidata.org/entity/P10225,http://www.wikidata.org/entity/P2699
http://www.wikidata.org/entity/P520,http://www.wikidata.org/entity/P2670
http://www.wikidata.org/entity/P878,http://www.wikidata.org/entity/P2670
http://www.wikidata.org/entity/P1202,http://www.wikidata.org/entity/P2670
http://www.wikidata.org/entity/P1637,http://www.wikidata.org/entity/P2670
http://www.wikidata.org/entity/P1641,http://www.wikidata.org/entity/P2670
http://www.wikidata.org/entity/P242,http://www.wikidata.org/entity/P276
http://www.wikidata.org/entity/P242,http://www.wikidata.org/entity/P361
http://www.wikidata.org/entity/P2675,http://www.wikidata.org/entity/P144
http://www.wikidata.org/entity/P4765,http://www.wikidata.org/entity/P2699
http://www.wikidata.org/entity/P6500,http://www.wikidata.org/entity/P2699
http://www.wikidata.org/entity/P9969,http://www.wikidata.org/entity/P361
http://www.wikidata.org/entity/P5178,http://www.wikidata.org/entity/P2699
http://www.wikidata.org/entity/P5715,http://www.wikidata.org/entity/P2699
http://www.wikidata.org/entity/P1290,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P3373,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P3448,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P8810,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P2109,http://www.wikidata.org/entity/P1536
http://www.wikidata.org/entity/P4661,http://www.wikidata.org/entity/P1536
http://www.wikidata.org/entity/P184,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P740,http://www.wikidata.org/entity/P7153
http://www.wikidata.org/entity/P2095,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P118,http://www.wikidata.org/entity/P361
http://www.wikidata.org/entity/P450,http://www.wikidata.org/entity/P361
http://www.wikidata.org/entity/P607,http://www.wikidata.org/entity/P361
http://www.wikidata.org/entity/P2522,http://www.wikidata.org/entity/P361
http://www.wikidata.org/entity/P3602,http://www.wikidata.org/entity/P361
http://www.wikidata.org/entity/P118,http://www.wikidata.org/entity/P793
http://www.wikidata.org/entity/P450,http://www.wikidata.org/entity/P793
http://www.wikidata.org/entity/P607,http://www.wikidata.org/entity/P793
http://www.wikidata.org/entity/P2522,http://www.wikidata.org/entity/P793
http://www.wikidata.org/entity/P3602,http://www.wikidata.org/entity/P793
http://www.wikidata.org/entity/P566,http://www.wikidata.org/entity/P155
http://www.wikidata.org/entity/P1398,http://www.wikidata.org/entity/P155
http://www.wikidata.org/entity/P1403,http://www.wikidata.org/entity/P155
http://www.wikidata.org/entity/P167,http://www.wikidata.org/entity/P156
http://www.wikidata.org/entity/P69,http://www.wikidata.org/entity/P361
http://www.wikidata.org/entity/P108,http://www.wikidata.org/entity/P361
http://www.wikidata.org/entity/P463,http://www.wikidata.org/entity/P361
http://www.wikidata.org/entity/P814,http://www.wikidata.org/entity/P31
http://www.wikidata.org/entity/P814,http://www.wikidata.org/entity/P527
http://www.wikidata.org/entity/P9382,http://www.wikidata.org/entity/P2561
http://www.wikidata.org/entity/P358,http://www.wikidata.org/entity/P2354
http://www.wikidata.org/entity/P1283,http://www.wikidata.org/entity/P2354
http://www.wikidata.org/entity/P1680,http://www.wikidata.org/entity/P2561
http://www.wikidata.org/entity/P2849,http://www.wikidata.org/entity/P828
http://www.wikidata.org/entity/P1056,http://www.wikidata.org/entity/P156
http://www.wikidata.org/entity/P1056,http://www.wikidata.org/entity/P1542
http://www.wikidata.org/entity/P680,http://www.wikidata.org/entity/P156
http://www.wikidata.org/entity/P1537,http://www.wikidata.org/entity/P156
http://www.wikidata.org/entity/P1372,http://www.wikidata.org/entity/P2283
http://www.wikidata.org/entity/P1414,http://www.wikidata.org/entity/P2283
http://www.wikidata.org/entity/P2377,http://www.wikidata.org/entity/P2283
http://www.wikidata.org/entity/P1419,http://www.wikidata.org/entity/P1552
http://www.wikidata.org/entity/P2702,http://www.wikidata.org/entity/P1552
http://www.wikidata.org/entity/P3701,http://www.wikidata.org/entity/P1552
http://www.wikidata.org/entity/P3966,http://www.wikidata.org/entity/P1552
http://www.wikidata.org/entity/P4043,http://www.wikidata.org/entity/P1552
http://www.wikidata.org/entity/P4428,http://www.wikidata.org/entity/P1552
http://www.wikidata.org/entity/P7078,http://www.wikidata.org/entity/P1552
http://www.wikidata.org/entity/P3311,http://www.wikidata.org/entity/P242
http://www.wikidata.org/entity/P2888,http://www.wikidata.org/entity/P2699
http://www.wikidata.org/entity/P835,http://www.wikidata.org/entity/P2561
http://www.wikidata.org/entity/P8485,http://www.wikidata.org/entity/P18
http://www.wikidata.org/entity/P2660,http://www.wikidata.org/entity/P2043
http://www.wikidata.org/entity/P4320,http://www.wikidata.org/entity/P710
http://www.wikidata.org/entity/P4321,http://www.wikidata.org/entity/P710
http://www.wikidata.org/entity/P4322,http://www.wikidata.org/entity/P710
http://www.wikidata.org/entity/P4323,http://www.wikidata.org/entity/P710
http://www.wikidata.org/entity/P4324,http://www.wikidata.org/entity/P710
http://www.wikidata.org/entity/P1001,http://www.wikidata.org/entity/P276
http://www.wikidata.org/entity/P2184,http://www.wikidata.org/entity/P101
http://www.wikidata.org/entity/P8744,http://www.wikidata.org/entity/P101
http://www.wikidata.org/entity/P360,http://www.wikidata.org/entity/P527
http://www.wikidata.org/entity/P912,http://www.wikidata.org/entity/P527
http://www.wikidata.org/entity/P1990,http://www.wikidata.org/entity/P527
http://www.wikidata.org/entity/P4000,http://www.wikidata.org/entity/P527
http://www.wikidata.org/entity/P8570,http://www.wikidata.org/entity/P527
http://www.wikidata.org/entity/P9192,http://www.wikidata.org/entity/P527
http://www.wikidata.org/entity/P3261,http://www.wikidata.org/entity/P129
http://www.wikidata.org/entity/P3262,http://www.wikidata.org/entity/P129
http://www.wikidata.org/entity/P3490,http://www.wikidata.org/entity/P129
http://www.wikidata.org/entity/P3491,http://www.wikidata.org/entity/P129
http://www.wikidata.org/entity/P6166,http://www.wikidata.org/entity/P8371
http://www.wikidata.org/entity/P154,http://www.wikidata.org/entity/P18
http://www.wikidata.org/entity/P367,http://www.wikidata.org/entity/P18
http://www.wikidata.org/entity/P1543,http://www.wikidata.org/entity/P18
http://www.wikidata.org/entity/P7407,http://www.wikidata.org/entity/P18
http://www.wikidata.org/entity/P7415,http://www.wikidata.org/entity/P18
http://www.wikidata.org/entity/P58,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P344,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P725,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P1040,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P2554,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P3275,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P6942,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P5024,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P2500,http://www.wikidata.org/entity/P155
http://www.wikidata.org/entity/P171,http://www.wikidata.org/entity/P156
http://www.wikidata.org/entity/P2499,http://www.wikidata.org/entity/P156
http://www.wikidata.org/entity/P4640,http://www.wikidata.org/entity/P8517
http://www.wikidata.org/entity/P4552,http://www.wikidata.org/entity/P706
http://www.wikidata.org/entity/P159,http://www.wikidata.org/entity/P276
http://www.wikidata.org/entity/P189,http://www.wikidata.org/entity/P276
http://www.wikidata.org/entity/P291,http://www.wikidata.org/entity/P276
http://www.wikidata.org/entity/P485,http://www.wikidata.org/entity/P276
http://www.wikidata.org/entity/P495,http://www.wikidata.org/entity/P276
http://www.wikidata.org/entity/P504,http://www.wikidata.org/entity/P276
http://www.wikidata.org/entity/P833,http://www.wikidata.org/entity/P276
http://www.wikidata.org/entity/P840,http://www.wikidata.org/entity/P276
http://www.wikidata.org/entity/P931,http://www.wikidata.org/entity/P276
http://www.wikidata.org/entity/P937,http://www.wikidata.org/entity/P276
http://www.wikidata.org/entity/P1071,http://www.wikidata.org/entity/P276
http://www.wikidata.org/entity/P2842,http://www.wikidata.org/entity/P276
http://www.wikidata.org/entity/P4647,http://www.wikidata.org/entity/P276
http://www.wikidata.org/entity/P5248,http://www.wikidata.org/entity/P276
http://www.wikidata.org/entity/P8411,http://www.wikidata.org/entity/P276
http://www.wikidata.org/entity/P8546,http://www.wikidata.org/entity/P276
http://www.wikidata.org/entity/P9600,http://www.wikidata.org/entity/P276
http://www.wikidata.org/entity/P4291,http://www.wikidata.org/entity/P18
http://www.wikidata.org/entity/P483,http://www.wikidata.org/entity/P7153
http://www.wikidata.org/entity/P915,http://www.wikidata.org/entity/P7153
http://www.wikidata.org/entity/P22,http://www.wikidata.org/entity/P1038
http://www.wikidata.org/entity/P25,http://www.wikidata.org/entity/P1038
http://www.wikidata.org/entity/P27,http://www.wikidata.org/entity/P276
http://www.wikidata.org/entity/P1532,http://www.wikidata.org/entity/P276
http://www.wikidata.org/entity/P8047,http://www.wikidata.org/entity/P276
http://www.wikidata.org/entity/P27,http://www.wikidata.org/entity/P361
http://www.wikidata.org/entity/P495,http://www.wikidata.org/entity/P361
http://www.wikidata.org/entity/P1532,http://www.wikidata.org/entity/P361
http://www.wikidata.org/entity/P8047,http://www.wikidata.org/entity/P361
http://www.wikidata.org/entity/P371,http://www.wikidata.org/entity/P767
http://www.wikidata.org/entity/P3311,http://www.wikidata.org/entity/P18
http://www.wikidata.org/entity/P3311,http://www.wikidata.org/entity/P927
http://www.wikidata.org/entity/P523,http://www.wikidata.org/entity/P585
http://www.wikidata.org/entity/P729,http://www.wikidata.org/entity/P585
http://www.wikidata.org/entity/P1636,http://www.wikidata.org/entity/P585
http://www.wikidata.org/entity/P2031,http://www.wikidata.org/entity/P585
http://www.wikidata.org/entity/P7124,http://www.wikidata.org/entity/P585
http://www.wikidata.org/entity/P8555,http://www.wikidata.org/entity/P585
http://www.wikidata.org/entity/P8556,http://www.wikidata.org/entity/P585
http://www.wikidata.org/entity/P9667,http://www.wikidata.org/entity/P585
http://www.wikidata.org/entity/P4552,http://www.wikidata.org/entity/P276
http://www.wikidata.org/entity/P4552,http://www.wikidata.org/entity/P361
http://www.wikidata.org/entity/P991,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P175,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P4320,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P4321,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P4322,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P4323,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P4324,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P161,http://www.wikidata.org/entity/P710
http://www.wikidata.org/entity/P2849,http://www.wikidata.org/entity/P155
http://www.wikidata.org/entity/P15,http://www.wikidata.org/entity/P276
http://www.wikidata.org/entity/P1621,http://www.wikidata.org/entity/P276
http://www.wikidata.org/entity/P15,http://www.wikidata.org/entity/P361
http://www.wikidata.org/entity/P1621,http://www.wikidata.org/entity/P361
http://www.wikidata.org/entity/P22,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P25,http://www.wikidata.org/entity/P3342
http://www.wikidata.org/entity/P53,http://www.wikidata.org/entity/P361
http://www.wikidata.org/entity/P54,http://www.wikidata.org/entity/P361
http://www.wikidata.org/entity/P102,http://www.wikidata.org/entity/P361
http://www.wikidata.org/entity/P114,http://www.wikidata.org/entity/P361
http://www.wikidata.org/entity/P550,http://www.wikidata.org/entity/P361
http://www.wikidata.org/entity/P611,http://www.wikidata.org/entity/P361
http://www.wikidata.org/entity/P4100,http://www.wikidata.org/entity/P361
http://www.wikidata.org/entity/P5096,http://www.wikidata.org/entity/P361
http://www.wikidata.org/entity/P5832,http://www.wikidata.org/entity/P361
http://www.wikidata.org/entity/P7779,http://www.wikidata.org/entity/P361
http://www.wikidata.org/entity/P2109,http://www.wikidata.org/entity/P156
http://www.wikidata.org/entity/P4661,http://www.wikidata.org/entity/P156
http://www.wikidata.org/entity/P2109,http://www.wikidata.org/entity/P1542
http://www.wikidata.org/entity/P4661,http://www.wikidata.org/entity/P1542
http://www.wikidata.org/entity/P520,http://www.wikidata.org/entity/P527
http://www.wikidata.org/entity/P878,http://www.wikidata.org/entity/P527
http://www.wikidata.org/entity/P1202,http://www.wikidata.org/entity/P527
http://www.wikidata.org/entity/P1637,http://www.wikidata.org/entity/P527
http://www.wikidata.org/entity/P1641,http://www.wikidata.org/entity/P527
http://www.wikidata.org/entity/P14,http://www.wikidata.org/entity/P18
http://www.wikidata.org/entity/P1885,http://www.wikidata.org/entity/P276
http://www.wikidata.org/entity/P65,http://www.wikidata.org/entity/P276
http://www.wikidata.org/entity/P740,http://www.wikidata.org/entity/P276
http://www.wikidata.org/entity/P483,http://www.wikidata.org/entity/P276
http://www.wikidata.org/entity/P915,http://www.wikidata.org/entity/P276
http://www.wikidata.org/entity/P4640,http://www.wikidata.org/entity/P18
http://www.wikidata.org/entity/P371,http://www.wikidata.org/entity/P710
http://www.wikidata.org/entity/P3311,http://www.wikidata.org/entity/P276
http://www.wikidata.org/entity/P3311,http://www.wikidata.org/entity/P361
http://www.wikidata.org/entity/P6718,http://www.wikidata.org/entity/P6718
http://www.wikidata.org/entity/P10,http://www.wikidata.org/entity/P10
http://www.wikidata.org/entity/P27,http://www.wikidata.org/entity/P27
http://www.wikidata.org/entity/P17,http://www.wikidata.org/entity/P17
http://www.wikidata.org/entity/P495,http://www.wikidata.org/entity/P495
http://www.wikidata.org/entity/P1532,http://www.wikidata.org/entity/P1532
http://www.wikidata.org/entity/P8047,http://www.wikidata.org/entity/P8047
http://www.wikidata.org/entity/P41,http://www.wikidata.org/entity/P41
http://www.wikidata.org/entity/P18,http://www.wikidata.org/entity/P18
http://www.wikidata.org/entity/P94,http://www.wikidata.org/entity/P94
http://www.wikidata.org/entity/P109,http://www.wikidata.org/entity/P109
http://www.wikidata.org/entity/P117,http://www.wikidata.org/entity/P117
http://www.wikidata.org/entity/P158,http://www.wikidata.org/entity/P158
http://www.wikidata.org/entity/P181,http://www.wikidata.org/entity/P181
http://www.wikidata.org/entity/P242,http://www.wikidata.org/entity/P242
http://www.wikidata.org/entity/P948,http://www.wikidata.org/entity/P948
http://www.wikidata.org/entity/P1442,http://www.wikidata.org/entity/P1442
http://www.wikidata.org/entity/P1766,http://www.wikidata.org/entity/P1766
http://www.wikidata.org/entity/P1801,http://www.wikidata.org/entity/P1801
http://www.wikidata.org/entity/P1846,http://www.wikidata.org/entity/P1846
http://www.wikidata.org/entity/P1943,http://www.wikidata.org/entity/P1943
http://www.wikidata.org/entity/P2713,http://www.wikidata.org/entity/P2713
http://www.wikidata.org/entity/P2716,http://www.wikidata.org/entity/P2716
http://www.wikidata.org/entity/P2910,http://www.wikidata.org/entity/P2910
http://www.wikidata.org/entity/P3383,http://www.wikidata.org/entity/P3383
http://www.wikidata.org/entity/P3451,http://www.wikidata.org/entity/P3451
http://www.wikidata.org/entity/P5252,http://www.wikidata.org/entity/P5252
http://www.wikidata.org/entity/P5555,http://www.wikidata.org/entity/P5555
http://www.wikidata.org/entity/P5775,http://www.wikidata.org/entity/P5775
http://www.wikidata.org/entity/P5962,http://www.wikidata.org/entity/P5962
http://www.wikidata.org/entity/P6500,http://www.wikidata.org/entity/P6500
http://www.wikidata.org/entity/P6802,http://www.wikidata.org/entity/P6802
http://www.wikidata.org/entity/P7457,http://www.wikidata.org/entity/P7457
http://www.wikidata.org/entity/P8224,http://www.wikidata.org/entity/P8224
http://www.wikidata.org/entity/P8517,http://www.wikidata.org/entity/P8517
http://www.wikidata.org/entity/P8592,http://www.wikidata.org/entity/P8592
http://www.wikidata.org/entity/P8667,http://www.wikidata.org/entity/P8667
http://www.wikidata.org/entity/P8766,http://www.wikidata.org/entity/P8766
http://www.wikidata.org/entity/P9721,http://www.wikidata.org/entity/P9721
http://www.wikidata.org/entity/P9906,http://www.wikidata.org/entity/P9906
http://www.wikidata.org/entity/P10093,http://www.wikidata.org/entity/P10093
http://www.wikidata.org/entity/P10253,http://www.wikidata.org/entity/P10253
http://www.wikidata.org/entity/P10544,http://www.wikidata.org/entity/P10544
http://www.wikidata.org/entity/P105,http://www.wikidata.org/entity/P105
http://www.wikidata.org/entity/P31,http://www.wikidata.org/entity/P31
http://www.wikidata.org/entity/P223,http://www.wikidata.org/entity/P223
http://www.wikidata.org/entity/P289,http://www.wikidata.org/entity/P289
http://www.wikidata.org/entity/P1435,http://www.wikidata.org/entity/P1435
http://www.wikidata.org/entity/P1454,http://www.wikidata.org/entity/P1454
http://www.wikidata.org/entity/P1574,http://www.wikidata.org/entity/P1574
http://www.wikidata.org/entity/P10241,http://www.wikidata.org/entity/P10241
http://www.wikidata.org/entity/P803,http://www.wikidata.org/entity/P803
http://www.wikidata.org/entity/P39,http://www.wikidata.org/entity/P39
http://www.wikidata.org/entity/P57,http://www.wikidata.org/entity/P57
http://www.wikidata.org/entity/P50,http://www.wikidata.org/entity/P50
http://www.wikidata.org/entity/P58,http://www.wikidata.org/entity/P58
http://www.wikidata.org/entity/P87,http://www.wikidata.org/entity/P87
http://www.wikidata.org/entity/P676,http://www.wikidata.org/entity/P676
http://www.wikidata.org/entity/P443,http://www.wikidata.org/entity/P443
http://www.wikidata.org/entity/P51,http://www.wikidata.org/entity/P51
http://www.wikidata.org/entity/P989,http://www.wikidata.org/entity/P989
http://www.wikidata.org/entity/P990,http://www.wikidata.org/entity/P990
http://www.wikidata.org/entity/P2012,http://www.wikidata.org/entity/P2012
http://www.wikidata.org/entity/P101,http://www.wikidata.org/entity/P101
http://www.wikidata.org/entity/P2416,http://www.wikidata.org/entity/P2416
http://www.wikidata.org/entity/P2579,http://www.wikidata.org/entity/P2579
http://www.wikidata.org/entity/P450,http://www.wikidata.org/entity/P450
http://www.wikidata.org/entity/P121,http://www.wikidata.org/entity/P121
http://www.wikidata.org/entity/P1072,http://www.wikidata.org/entity/P1072
http://www.wikidata.org/entity/P3438,http://www.wikidata.org/entity/P3438
http://www.wikidata.org/entity/P3828,http://www.wikidata.org/entity/P3828
http://www.wikidata.org/entity/P749,http://www.wikidata.org/entity/P749
http://www.wikidata.org/entity/P127,http://www.wikidata.org/entity/P127
http://www.wikidata.org/entity/P3931,http://www.wikidata.org/entity/P3931
http://www.wikidata.org/entity/P2789,http://www.wikidata.org/entity/P2789
http://www.wikidata.org/entity/P129,http://www.wikidata.org/entity/P129
http://www.wikidata.org/entity/P9275,http://www.wikidata.org/entity/P9275
