class	superclass
Q750215	Q4026292
Q750215	Q567555
Q750215	Q1190554
Q750215	Q1914636
Q750215	Q4
Q750215	Q2956046
Q750215	Q3505845
Q750215	Q104493
Q750215	Q849149
Q750215	Q26907166
Q750215	Q20937557
Q750215	Q21170479
Q750215	Q29896155
Q750215	Q1150070
Q750215	Q3537517
Q750215	Q483247
Q750215	Q937228
Q750215	Q16887380
Q750215	Q58415929
Q750215	Q188572
Q750215	Q35120
Q750215	Q17320256
Q750215	Q65757353
Q750215	Q28813620
Q750215	Q1207505
Q750215	Q10862449
Q750215	Q55091441
Q750215	Q42848
Q750215	Q2684591
Q750215	Q36161
Q750215	Q930933
Q750215	Q1293220
Q750215	Q111752858
Q750215	Q99527517
Q750215	Q2995644
Q750215	Q217594
Q750215	Q864377
Q750215	Q5469988
Q750215	Q11028
Q750215	Q7184903
Q750215	Q16722960
Q750215	Q108163
Q750215	Q30241068
Q750215	Q3249551
Q750215	Q246672
Q750215	Q474328
Q750215	Q16889133
Q750215	Q67518978
Q750215	Q4393498
Q750215	Q488383
Q750215	Q7048977
Q750215	Q41796
Q750215	Q16686448
Q750215	Q1786828
Q750215	Q9380010
Q750215	Q15916540
Q750215	Q5371079
Q750215	Q628523
Q750215	Q183046
Q750215	Q20817253
Q750215	Q16877783
Q750215	Q29651519
Q210603	Q210603
Q210603	Q1914636
Q210603	Q1190554
Q210603	Q20937557
Q210603	Q26907166
Q210603	Q16887380
Q210603	Q28813620
Q210603	Q58415929
Q210603	Q99527517
Q210603	Q35120
Q180684	Q180684
Q180684	Q839578
Q180684	Q609298
Q180684	Q52948
Q180684	Q602884
Q180684	Q921513
Q180684	Q4026292
Q180684	Q483247
Q180684	Q9332
Q180684	Q2990593
Q180684	Q22294683
Q180684	Q1914636
Q180684	Q188572
Q180684	Q2996394
Q180684	Q1190554
Q180684	Q22269697
Q180684	Q42848
Q180684	Q2684591
Q180684	Q26907166
Q180684	Q20937557
Q180684	Q3249551
Q180684	Q13878858
Q180684	Q64732777
Q180684	Q11028
Q180684	Q108163
Q180684	Q1150070
Q180684	Q67518978
Q180684	Q16887380
Q180684	Q58415929
Q180684	Q7184903
Q180684	Q246672
Q180684	Q474328
Q180684	Q28813620
Q180684	Q35120
Q180684	Q41796
Q180684	Q488383
Q180684	Q7048977
Q180684	Q99527517
Q180684	Q1786828
Q180684	Q9380010
Q180684	Q15916540
Q180684	Q5371079
Q180684	Q628523
Q180684	Q183046
Q180684	Q20817253
Q180684	Q16877783
Q180684	Q16889133
Q180684	Q29651519
Q171558	Q171558
Q171558	Q18669875
Q171558	Q1190554
Q171558	Q26907166
Q171558	Q58415929
Q171558	Q35120
Q837556	Q837556
Q837556	Q177626
Q837556	Q15589476
Q837556	Q1190554
Q837556	Q1800545
Q837556	Q6105831
Q837556	Q26907166
Q837556	Q79782
Q837556	Q815962
Q837556	Q25091543
Q837556	Q1150070
Q837556	Q17320256
Q837556	Q17988854
Q837556	Q2041929
Q837556	Q58415929
Q837556	Q105197917
Q837556	Q1293220
Q837556	Q111752858
Q837556	Q9332
Q837556	Q35120
Q837556	Q1914636
Q837556	Q16722960
Q837556	Q3249551
Q837556	Q20937557
Q837556	Q67518978
Q837556	Q16887380
Q837556	Q28813620
Q837556	Q99527517
Q4354683	Q4354683
Q4354683	Q7590
Q4354683	Q451967
Q4354683	Q4284762
Q4354683	Q61788060
Q4354683	Q3074541
Q4354683	Q17988854
Q4354683	Q1914636
Q4354683	Q3769299
Q4354683	Q1190554
Q4354683	Q20937557
Q4354683	Q9332
Q4354683	Q1150070
Q4354683	Q26907166
Q4354683	Q16887380
Q4354683	Q28813620
Q4354683	Q58415929
Q4354683	Q99527517
Q4354683	Q35120
Q16738832	Q16738832
Q16738832	Q1301203
Q16738832	Q2334719
Q16738832	Q6087062
Q16738832	Q180684
Q16738832	Q327197
Q16738832	Q386724
Q16738832	Q8016240
Q16738832	Q839578
Q16738832	Q451967
Q16738832	Q1864008
Q16738832	Q15401930
Q16738832	Q3249551
Q16738832	Q1190554
Q16738832	Q61788060
Q16738832	Q609298
Q16738832	Q26907166
Q16738832	Q1856757
Q16738832	Q2135540
Q16738832	Q15621286
Q16738832	Q1150070
Q16738832	Q20937557
Q16738832	Q67518978
Q16738832	Q1150771
Q16738832	Q16686448
Q16738832	Q52948
Q16738832	Q602884
Q16738832	Q921513
Q16738832	Q2995644
Q16738832	Q188572
Q16738832	Q488383
Q16738832	Q16887380
Q16738832	Q58415929
Q16738832	Q1914636
Q16738832	Q3769299
Q16738832	Q35120
Q16738832	Q4026292
Q16738832	Q42848
Q16738832	Q2684591
Q16738832	Q483247
Q16738832	Q9332
Q16738832	Q2990593
Q16738832	Q22294683
Q16738832	Q30241068
Q16738832	Q28813620
Q16738832	Q11028
Q16738832	Q108163
Q16738832	Q2996394
Q16738832	Q22269697
Q16738832	Q99527517
Q16738832	Q7184903
Q16738832	Q246672
Q16738832	Q474328
Q16738832	Q13878858
Q16738832	Q64732777
Q16738832	Q41796
Q16738832	Q7048977
Q16738832	Q1786828
Q16738832	Q9380010
Q16738832	Q15916540
Q16738832	Q5371079
Q16738832	Q628523
Q16738832	Q183046
Q16738832	Q20817253
Q16738832	Q16877783
Q16738832	Q16889133
Q16738832	Q29651519
Q20893947	Q20893947
Q20893947	Q18493502
Q20893947	Q25917154
Q20893947	Q217327
Q20893947	Q891854
Q20893947	Q2223653
Q20893947	Q10737
Q20893947	Q1174599
Q20893947	Q81672
Q20893947	Q1520311
Q20893947	Q16738832
Q20893947	Q844482
Q20893947	Q29142
Q20893947	Q178844
Q20893947	Q124490
Q20893947	Q4026292
Q20893947	Q83267
Q20893947	Q1301203
Q20893947	Q2334719
Q20893947	Q12897867
Q20893947	Q1456832
Q20893947	Q1914636
Q20893947	Q6087062
Q20893947	Q180684
Q20893947	Q327197
Q20893947	Q386724
Q20893947	Q8016240
Q20893947	Q1190554
Q20893947	Q839578
Q20893947	Q451967
Q20893947	Q1864008
Q20893947	Q15401930
Q20893947	Q26907166
Q20893947	Q3537603
Q20893947	Q6765918
Q20893947	Q20937557
Q20893947	Q3249551
Q20893947	Q61788060
Q20893947	Q609298
Q20893947	Q1856757
Q20893947	Q2135540
Q20893947	Q15621286
Q20893947	Q1150070
Q20893947	Q67518978
Q20893947	Q567555
Q20893947	Q1150771
Q20893947	Q16686448
Q20893947	Q16887380
Q20893947	Q58415929
Q20893947	Q104493
Q20893947	Q849149
Q20893947	Q52948
Q20893947	Q602884
Q20893947	Q921513
Q20893947	Q2995644
Q20893947	Q188572
Q20893947	Q488383
Q20893947	Q28813620
Q20893947	Q35120
Q20893947	Q3769299
Q20893947	Q21170479
Q20893947	Q42848
Q20893947	Q2684591
Q20893947	Q483247
Q20893947	Q29896155
Q20893947	Q9332
Q20893947	Q2990593
Q20893947	Q22294683
Q20893947	Q30241068
Q20893947	Q99527517
Q20893947	Q11028
Q20893947	Q108163
Q20893947	Q2996394
Q20893947	Q1207505
Q20893947	Q22269697
Q20893947	Q10862449
Q20893947	Q55091441
Q20893947	Q7184903
Q20893947	Q246672
Q20893947	Q474328
Q20893947	Q937228
Q20893947	Q13878858
Q20893947	Q64732777
Q20893947	Q36161
Q20893947	Q930933
Q20893947	Q217594
Q20893947	Q864377
Q20893947	Q5469988
Q20893947	Q41796
Q20893947	Q7048977
Q20893947	Q1786828
Q20893947	Q9380010
Q20893947	Q15916540
Q20893947	Q16889133
Q20893947	Q4393498
Q20893947	Q5371079
Q20893947	Q628523
Q20893947	Q183046
Q20893947	Q20817253
Q20893947	Q16877783
Q20893947	Q29651519
Q13377609	Q13377609
Q13377609	Q15809678
Q13377609	Q837171
Q13377609	Q2424752
Q13377609	Q806750
Q13377609	Q815823
Q13377609	Q7406919
Q13377609	Q25351891
Q13377609	Q28877
Q13377609	Q15401930
Q13377609	Q2897903
Q13377609	Q1979154
Q13377609	Q451967
Q13377609	Q58415929
Q13377609	Q1150771
Q13377609	Q16686448
Q13377609	Q61788060
Q13377609	Q2995644
Q13377609	Q41719
Q13377609	Q4393498
Q13377609	Q488383
Q13377609	Q35120
Q13377609	Q108163
Q13377609	Q321703
Q13377609	Q30241068
Q13377609	Q930933
Q13377609	Q1914636
Q13377609	Q3769299
Q13377609	Q11028
Q13377609	Q246672
Q13377609	Q474328
Q13377609	Q7184903
Q13377609	Q1190554
Q13377609	Q20937557
Q13377609	Q9332
Q13377609	Q41796
Q13377609	Q26907166
Q13377609	Q7048977
Q13377609	Q16887380
Q13377609	Q1786828
Q13377609	Q9380010
Q13377609	Q15916540
Q13377609	Q28813620
Q13377609	Q5371079
Q13377609	Q628523
Q13377609	Q183046
Q13377609	Q20817253
Q13377609	Q99527517
Q13377609	Q16877783
Q13377609	Q16889133
Q13377609	Q29651519
Q6784016	Q6784016
Q6784016	Q1403016
Q6784016	Q17768966
Q6784016	Q110458263
Q6784016	Q451967
Q6784016	Q1190554
Q6784016	Q61788060
Q6784016	Q26907166
Q6784016	Q58415929
Q6784016	Q1914636
Q6784016	Q3769299
Q6784016	Q20937557
Q6784016	Q9332
Q6784016	Q35120
Q6784016	Q16887380
Q6784016	Q28813620
Q6784016	Q99527517
Q2761147	Q2761147
Q2761147	Q1656682
Q2761147	Q1190554
Q2761147	Q26907166
Q2761147	Q58415929
Q2761147	Q35120
Q1679887	Q1679887
Q1679887	Q273120
Q1679887	Q1191303
Q1679887	Q180684
Q1679887	Q628523
Q1679887	Q1190554
Q1679887	Q1914636
Q1679887	Q1685451
Q1679887	Q2738074
Q1679887	Q839578
Q1679887	Q11028
Q1679887	Q26907166
Q1679887	Q48204
Q1679887	Q20937557
Q1679887	Q49773
Q1679887	Q7210356
Q1679887	Q7184903
Q1679887	Q79913
Q1679887	Q15911314
Q1679887	Q49447
Q1679887	Q203764
Q1679887	Q3533467
Q1679887	Q16334295
Q1679887	Q609298
Q1679887	Q43229
Q1679887	Q16887380
Q1679887	Q58415929
Q1679887	Q6671777
Q1679887	Q106559804
Q1679887	Q106668099
Q1679887	Q5390013
Q1679887	Q12558574
Q1679887	Q71966963
Q1679887	Q163740
Q1679887	Q1283504
Q1679887	Q52948
Q1679887	Q602884
Q1679887	Q921513
Q1679887	Q9332
Q1679887	Q769620
Q1679887	Q488383
Q1679887	Q7048977
Q1679887	Q24229398
Q1679887	Q16334298
Q1679887	Q28813620
Q1679887	Q35120
Q1679887	Q4026292
Q1679887	Q483247
Q1679887	Q2990593
Q1679887	Q22294683
Q1679887	Q1773152
Q1679887	Q58778
Q1679887	Q99527517
Q1679887	Q595523
Q1679887	Q2145290
Q1679887	Q61961344
Q1679887	Q188572
Q1679887	Q34394
Q1679887	Q4393498
Q1679887	Q2996394
Q1679887	Q22269697
Q1679887	Q98119401
Q1679887	Q54989186
Q1679887	Q42848
Q1679887	Q2684591
Q1679887	Q3249551
Q1679887	Q13878858
Q1679887	Q64732777
Q1679887	Q930933
Q1679887	Q16686448
Q1679887	Q108163
Q1679887	Q1150070
Q1679887	Q67518978
Q1679887	Q813912
Q1679887	Q246672
Q1679887	Q474328
Q1679887	Q3505845
Q1679887	Q41796
Q1679887	Q937228
Q1679887	Q1786828
Q1679887	Q9380010
Q1679887	Q15916540
Q1679887	Q5371079
Q1679887	Q183046
Q1679887	Q20817253
Q1679887	Q16877783
Q1679887	Q16889133
Q1679887	Q29651519
Q3966286	Q3966286
Q3966286	Q149086
Q3966286	Q245962
Q3966286	Q30904503
Q3966286	Q844482
Q3966286	Q74948922
Q3966286	Q104637332
Q3966286	Q1390935
Q3966286	Q3399774
Q3966286	Q124490
Q3966286	Q4026292
Q3966286	Q19890758
Q3966286	Q4
Q3966286	Q67518233
Q3966286	Q2956046
Q3966286	Q3505845
Q3966286	Q1456832
Q3966286	Q1914636
Q3966286	Q1190554
Q3966286	Q203764
Q3966286	Q3249551
Q3966286	Q67518978
Q3966286	Q1283504
Q3966286	Q26907166
Q3966286	Q3537603
Q3966286	Q6765918
Q3966286	Q20937557
Q3966286	Q1150070
Q3966286	Q3537517
Q3966286	Q483247
Q3966286	Q937228
Q3966286	Q35120
Q3966286	Q188572
Q3966286	Q602884
Q3966286	Q1773152
Q3966286	Q17320256
Q3966286	Q65757353
Q3966286	Q567555
Q3966286	Q16887380
Q3966286	Q58415929
Q3966286	Q42848
Q3966286	Q2684591
Q3966286	Q104493
Q3966286	Q849149
Q3966286	Q28813620
Q3966286	Q1293220
Q3966286	Q111752858
Q3966286	Q11028
Q3966286	Q21170479
Q3966286	Q29896155
Q3966286	Q16722960
Q3966286	Q108163
Q3966286	Q99527517
Q3966286	Q7184903
Q3966286	Q246672
Q3966286	Q474328
Q3966286	Q1207505
Q3966286	Q10862449
Q3966286	Q55091441
Q3966286	Q41796
Q3966286	Q488383
Q3966286	Q7048977
Q3966286	Q36161
Q3966286	Q930933
Q3966286	Q2995644
Q3966286	Q217594
Q3966286	Q864377
Q3966286	Q5469988
Q3966286	Q1786828
Q3966286	Q9380010
Q3966286	Q15916540
Q3966286	Q30241068
Q3966286	Q16889133
Q3966286	Q5371079
Q3966286	Q4393498
Q3966286	Q628523
Q3966286	Q183046
Q3966286	Q20817253
Q3966286	Q16877783
Q3966286	Q16686448
Q3966286	Q29651519
Q188055	Q188055
Q188055	Q273976
Q188055	Q645883
Q188055	Q1190554
Q188055	Q28972820
Q188055	Q26907166
Q188055	Q1150070
Q188055	Q3249551
Q188055	Q20937557
Q188055	Q67518978
Q188055	Q58415929
Q188055	Q16887380
Q188055	Q35120
Q188055	Q28813620
Q188055	Q99527517
Q9687	Q9687
Q9687	Q238053
Q9687	Q11822042
Q9687	Q1190554
Q9687	Q171558
Q9687	Q43339602
Q9687	Q65091757
Q9687	Q18669875
Q9687	Q26907166
Q9687	Q1132455
Q9687	Q5422048
Q9687	Q86923152
Q9687	Q58415929
Q9687	Q104493
Q9687	Q35120
Q9687	Q18603648
Q9687	Q31464082
Q9687	Q21170479
Q9687	Q813912
Q9687	Q1207505
Q9687	Q488383
Q9687	Q3505845
Q9687	Q937228
Q9687	Q483247
Q9687	Q188572
Q9687	Q42848
Q9687	Q2684591
Q9687	Q11028
Q9687	Q108163
Q9687	Q7184903
Q9687	Q246672
Q9687	Q474328
Q9687	Q41796
Q9687	Q7048977
Q9687	Q1786828
Q9687	Q9380010
Q9687	Q15916540
Q9687	Q5371079
Q9687	Q628523
Q9687	Q183046
Q9687	Q20817253
Q9687	Q16877783
Q9687	Q16889133
Q9687	Q29651519
Q9687	Q99527517
Q1656682	Q1656682
Q1656682	Q1190554
Q1656682	Q26907166
Q1656682	Q58415929
Q1656682	Q35120
Q60589804	Q60589804
Q60589804	Q11642595
Q60589804	Q847301
Q60589804	Q43229
Q60589804	Q1914636
Q60589804	Q18812548
Q60589804	Q6671777
Q60589804	Q16334295
Q60589804	Q106559804
Q60589804	Q106668099
Q60589804	Q1190554
Q60589804	Q20937557
Q60589804	Q180684
Q60589804	Q839578
Q60589804	Q26907166
Q60589804	Q99527517
Q60589804	Q16334298
Q60589804	Q16887380
Q60589804	Q24229398
Q60589804	Q609298
Q60589804	Q61961344
Q60589804	Q28813620
Q60589804	Q488383
Q60589804	Q58415929
Q60589804	Q35120
Q60589804	Q52948
Q60589804	Q602884
Q60589804	Q921513
Q60589804	Q98119401
Q60589804	Q4026292
Q60589804	Q483247
Q60589804	Q9332
Q60589804	Q2990593
Q60589804	Q22294683
Q60589804	Q188572
Q60589804	Q2996394
Q60589804	Q22269697
Q60589804	Q42848
Q60589804	Q2684591
Q60589804	Q3249551
Q60589804	Q13878858
Q60589804	Q64732777
Q60589804	Q11028
Q60589804	Q108163
Q60589804	Q1150070
Q60589804	Q67518978
Q60589804	Q7184903
Q60589804	Q246672
Q60589804	Q474328
Q60589804	Q41796
Q60589804	Q7048977
Q60589804	Q1786828
Q60589804	Q9380010
Q60589804	Q15916540
Q60589804	Q5371079
Q60589804	Q628523
Q60589804	Q183046
Q60589804	Q20817253
Q60589804	Q16877783
Q60589804	Q16889133
Q60589804	Q29651519
Q694752	Q694752
Q694752	Q83267
Q694752	Q841236
Q694752	Q1424047
Q694752	Q2135465
Q694752	Q11607016
Q694752	Q27214006
Q694752	Q1456832
Q694752	Q1763090
Q694752	Q28100974
Q694752	Q151885
Q694752	Q76419834
Q694752	Q7748
Q694752	Q1151067
Q694752	Q1347367
Q694752	Q2145290
Q694752	Q7184903
Q694752	Q3537603
Q694752	Q6765918
Q694752	Q49848
Q694752	Q3769186
Q694752	Q1190554
Q694752	Q3505845
Q694752	Q8380731
Q694752	Q234460
Q694752	Q15621286
Q694752	Q37866906
Q694752	Q628523
Q694752	Q16686448
Q694752	Q26907166
Q694752	Q1207505
Q694752	Q4393498
Q694752	Q483247
Q694752	Q937228
Q694752	Q567555
Q694752	Q327000
Q694752	Q1914636
Q694752	Q488383
Q694752	Q7048977
Q694752	Q6423319
Q694752	Q184754
Q694752	Q47461344
Q694752	Q107435521
Q694752	Q13427241
Q694752	Q188572
Q694752	Q35120
Q694752	Q104493
Q694752	Q849149
Q694752	Q11028
Q694752	Q20937557
Q694752	Q930933
Q694752	Q340169
Q694752	Q386724
Q694752	Q1979154
Q694752	Q3622126
Q694752	Q58415929
Q694752	Q1554231
Q694752	Q21170479
Q694752	Q42848
Q694752	Q2684591
Q694752	Q286583
Q694752	Q12894677
Q694752	Q15401930
Q694752	Q29896155
Q694752	Q31464082
Q694752	Q103940464
Q694752	Q41719
Q694752	Q58778
Q694752	Q1864008
Q694752	Q16887380
Q694752	Q17537576
Q694752	Q108163
Q694752	Q321703
Q694752	Q6671777
Q694752	Q8205328
Q694752	Q451967
Q694752	Q1856757
Q694752	Q2135540
Q694752	Q2574811
Q694752	Q4026292
Q694752	Q1150771
Q694752	Q28813620
Q694752	Q10862449
Q694752	Q55091441
Q694752	Q23958946
Q694752	Q246672
Q694752	Q474328
Q694752	Q61788060
Q694752	Q2995644
Q694752	Q99527517
Q694752	Q223557
Q694752	Q36161
Q694752	Q217594
Q694752	Q864377
Q694752	Q5469988
Q694752	Q4406616
Q694752	Q35459920
Q694752	Q41796
Q694752	Q30241068
Q694752	Q3769299
Q694752	Q1786828
Q694752	Q9380010
Q694752	Q15916540
Q694752	Q16889133
Q694752	Q9332
Q694752	Q5371079
Q694752	Q183046
Q694752	Q20817253
Q694752	Q16877783
Q694752	Q29651519
Q1156895	Q1156895
Q1156895	Q1190554
Q1156895	Q2684591
Q1156895	Q26907166
Q1156895	Q108163
Q1156895	Q11028
Q1156895	Q246672
Q1156895	Q474328
Q1156895	Q58415929
Q1156895	Q7184903
Q1156895	Q41796
Q1156895	Q35120
Q1156895	Q1786828
Q1156895	Q9380010
Q1156895	Q15916540
Q1156895	Q488383
Q1156895	Q7048977
Q1156895	Q5371079
Q1156895	Q628523
Q1156895	Q183046
Q1156895	Q20817253
Q1156895	Q16877783
Q1156895	Q16889133
Q1156895	Q29651519
Q1156895	Q99527517
Q25917154	Q25917154
Q25917154	Q891854
Q25917154	Q2223653
Q25917154	Q1174599
Q25917154	Q81672
Q25917154	Q1520311
Q25917154	Q16738832
Q25917154	Q29142
Q25917154	Q178844
Q25917154	Q124490
Q25917154	Q4026292
Q25917154	Q83267
Q25917154	Q1301203
Q25917154	Q2334719
Q25917154	Q12897867
Q25917154	Q1456832
Q25917154	Q1914636
Q25917154	Q6087062
Q25917154	Q180684
Q25917154	Q327197
Q25917154	Q386724
Q25917154	Q8016240
Q25917154	Q1190554
Q25917154	Q839578
Q25917154	Q451967
Q25917154	Q1864008
Q25917154	Q15401930
Q25917154	Q26907166
Q25917154	Q3537603
Q25917154	Q6765918
Q25917154	Q20937557
Q25917154	Q3249551
Q25917154	Q61788060
Q25917154	Q609298
Q25917154	Q1856757
Q25917154	Q2135540
Q25917154	Q15621286
Q25917154	Q1150070
Q25917154	Q67518978
Q25917154	Q567555
Q25917154	Q1150771
Q25917154	Q16686448
Q25917154	Q16887380
Q25917154	Q58415929
Q25917154	Q104493
Q25917154	Q849149
Q25917154	Q52948
Q25917154	Q602884
Q25917154	Q921513
Q25917154	Q2995644
Q25917154	Q188572
Q25917154	Q488383
Q25917154	Q28813620
Q25917154	Q35120
Q25917154	Q3769299
Q25917154	Q21170479
Q25917154	Q42848
Q25917154	Q2684591
Q25917154	Q483247
Q25917154	Q29896155
Q25917154	Q9332
Q25917154	Q2990593
Q25917154	Q22294683
Q25917154	Q30241068
Q25917154	Q99527517
Q25917154	Q11028
Q25917154	Q108163
Q25917154	Q2996394
Q25917154	Q1207505
Q25917154	Q22269697
Q25917154	Q10862449
Q25917154	Q55091441
Q25917154	Q7184903
Q25917154	Q246672
Q25917154	Q474328
Q25917154	Q937228
Q25917154	Q13878858
Q25917154	Q64732777
Q25917154	Q36161
Q25917154	Q930933
Q25917154	Q217594
Q25917154	Q864377
Q25917154	Q5469988
Q25917154	Q41796
Q25917154	Q7048977
Q25917154	Q1786828
Q25917154	Q9380010
Q25917154	Q15916540
Q25917154	Q16889133
Q25917154	Q4393498
Q25917154	Q5371079
Q25917154	Q628523
Q25917154	Q183046
Q25917154	Q20817253
Q25917154	Q16877783
Q25917154	Q29651519
Q14819852	Q14819852
Q14819852	Q529711
Q14819852	Q1190554
Q14819852	Q15989253
Q14819852	Q20203388
Q14819852	Q26907166
Q14819852	Q35120
Q14819852	Q23008351
Q14819852	Q17334923
Q14819852	Q58415929
Q14819852	Q58416391
Q124734	Q124734
Q124734	Q180684
Q124734	Q13418847
Q124734	Q839578
Q124734	Q110227435
Q124734	Q609298
Q124734	Q1190554
Q124734	Q52948
Q124734	Q602884
Q124734	Q921513
Q124734	Q26907166
Q124734	Q4026292
Q124734	Q483247
Q124734	Q9332
Q124734	Q2990593
Q124734	Q22294683
Q124734	Q58415929
Q124734	Q1914636
Q124734	Q188572
Q124734	Q2996394
Q124734	Q22269697
Q124734	Q35120
Q124734	Q42848
Q124734	Q2684591
Q124734	Q20937557
Q124734	Q3249551
Q124734	Q13878858
Q124734	Q64732777
Q124734	Q11028
Q124734	Q108163
Q124734	Q1150070
Q124734	Q67518978
Q124734	Q16887380
Q124734	Q7184903
Q124734	Q246672
Q124734	Q474328
Q124734	Q28813620
Q124734	Q41796
Q124734	Q488383
Q124734	Q7048977
Q124734	Q99527517
Q124734	Q1786828
Q124734	Q9380010
Q124734	Q15916540
Q124734	Q5371079
Q124734	Q628523
Q124734	Q183046
Q124734	Q20817253
Q124734	Q16877783
Q124734	Q16889133
Q124734	Q29651519
Q2717573	Q2717573
Q2717573	Q149086
Q2717573	Q3352817
Q2717573	Q844482
Q2717573	Q74948922
Q2717573	Q186361
Q2717573	Q2995644
Q2717573	Q4026292
Q2717573	Q124490
Q2717573	Q4
Q2717573	Q2956046
Q2717573	Q3505845
Q2717573	Q1456832
Q2717573	Q1914636
Q2717573	Q30241068
Q2717573	Q1190554
Q2717573	Q26907166
Q2717573	Q3537603
Q2717573	Q6765918
Q2717573	Q20937557
Q2717573	Q1150070
Q2717573	Q3537517
Q2717573	Q483247
Q2717573	Q937228
Q2717573	Q35120
Q2717573	Q188572
Q2717573	Q17320256
Q2717573	Q65757353
Q2717573	Q567555
Q2717573	Q16887380
Q2717573	Q58415929
Q2717573	Q42848
Q2717573	Q2684591
Q2717573	Q104493
Q2717573	Q849149
Q2717573	Q28813620
Q2717573	Q1293220
Q2717573	Q111752858
Q2717573	Q11028
Q2717573	Q21170479
Q2717573	Q29896155
Q2717573	Q16722960
Q2717573	Q108163
Q2717573	Q99527517
Q2717573	Q3249551
Q2717573	Q7184903
Q2717573	Q246672
Q2717573	Q474328
Q2717573	Q67518978
Q2717573	Q1207505
Q2717573	Q10862449
Q2717573	Q55091441
Q2717573	Q41796
Q2717573	Q488383
Q2717573	Q7048977
Q2717573	Q36161
Q2717573	Q930933
Q2717573	Q217594
Q2717573	Q864377
Q2717573	Q5469988
Q2717573	Q1786828
Q2717573	Q9380010
Q2717573	Q15916540
Q2717573	Q16889133
Q2717573	Q5371079
Q2717573	Q4393498
Q2717573	Q628523
Q2717573	Q183046
Q2717573	Q20817253
Q2717573	Q16877783
Q2717573	Q16686448
Q2717573	Q29651519
Q838364	Q838364
Q838364	Q2380335
Q838364	Q1174599
Q838364	Q1931388
Q838364	Q2001676
Q838364	Q76370269
Q838364	Q124490
Q838364	Q4026292
Q838364	Q2574811
Q838364	Q645883
Q838364	Q71266556
Q838364	Q471145
Q838364	Q1456832
Q838364	Q1914636
Q838364	Q627716
Q838364	Q12786121
Q838364	Q1190554
Q838364	Q28972820
Q838364	Q31464082
Q838364	Q1920219
Q838364	Q61788060
Q838364	Q765633
Q838364	Q26907166
Q838364	Q3537603
Q838364	Q6765918
Q838364	Q20937557
Q838364	Q621184
Q838364	Q1150070
Q838364	Q3249551
Q838364	Q488383
Q838364	Q3769299
Q838364	Q35120
Q838364	Q813912
Q838364	Q451967
Q838364	Q107290157
Q838364	Q67518978
Q838364	Q567555
Q838364	Q9332
Q838364	Q16887380
Q838364	Q58415929
Q838364	Q104493
Q838364	Q849149
Q838364	Q3505845
Q838364	Q28813620
Q838364	Q21170479
Q838364	Q29896155
Q838364	Q483247
Q838364	Q937228
Q838364	Q99527517
Q838364	Q188572
Q838364	Q1207505
Q838364	Q10862449
Q838364	Q55091441
Q838364	Q42848
Q838364	Q2684591
Q838364	Q36161
Q838364	Q930933
Q838364	Q2995644
Q838364	Q217594
Q838364	Q864377
Q838364	Q5469988
Q838364	Q11028
Q838364	Q7184903
Q838364	Q108163
Q838364	Q30241068
Q838364	Q246672
Q838364	Q474328
Q838364	Q16889133
Q838364	Q4393498
Q838364	Q7048977
Q838364	Q41796
Q838364	Q16686448
Q838364	Q1786828
Q838364	Q9380010
Q838364	Q15916540
Q838364	Q5371079
Q838364	Q628523
Q838364	Q183046
Q838364	Q20817253
Q838364	Q16877783
Q838364	Q29651519
Q159535	Q159535
Q159535	Q17737
Q159535	Q189656
Q159535	Q7254446
Q159535	Q13579947
Q159535	Q151885
Q159535	Q7281
Q159535	Q170028
Q159535	Q1412596
Q159535	Q15621286
Q159535	Q47461344
Q159535	Q11028
Q159535	Q29485
Q159535	Q105952144
Q159535	Q11024
Q159535	Q905726
Q159535	Q98144857
Q159535	Q7184903
Q159535	Q849149
Q159535	Q937228
Q159535	Q1747121
Q159535	Q86923152
Q159535	Q1347367
Q159535	Q2145290
Q159535	Q600571
Q159535	Q8205328
Q159535	Q386724
Q159535	Q17537576
Q159535	Q1132455
Q159535	Q921513
Q159535	Q6031064
Q159535	Q15401930
Q159535	Q1920219
Q159535	Q3769299
Q159535	Q87075524
Q159535	Q29896155
Q159535	Q1307337
Q159535	Q35120
Q159535	Q5422048
Q159535	Q1207505
Q159535	Q813912
Q159535	Q10862449
Q159535	Q4393498
Q159535	Q488383
Q159535	Q7048977
Q159535	Q223557
Q159535	Q16686448
Q159535	Q18603648
Q159535	Q31464082
Q159535	Q18812548
Q159535	Q4406616
Q159535	Q35459920
Q159535	Q3505845
Q159535	Q9332
Q159535	Q2990593
Q159535	Q22294683
Q159535	Q621184
Q159535	Q930933
Q159535	Q104493
Q159535	Q52948
Q159535	Q23009552
Q159535	Q36161
Q159535	Q1150771
Q159535	Q180684
Q159535	Q1190554
Q159535	Q55091441
Q159535	Q944806
Q159535	Q1914636
Q159535	Q217594
Q159535	Q864377
Q159535	Q5469988
Q159535	Q4026292
Q159535	Q21170479
Q159535	Q839578
Q159535	Q2995644
Q159535	Q26907166
Q159535	Q2996394
Q159535	Q483247
Q159535	Q22269697
Q159535	Q23009675
Q159535	Q246672
Q159535	Q16889133
Q159535	Q188572
Q159535	Q609298
Q159535	Q20937557
Q159535	Q30241068
Q159535	Q3249551
Q159535	Q13878858
Q159535	Q64732777
Q159535	Q17988854
Q159535	Q58415929
Q159535	Q42848
