class	superclass
Q159535	Q2684591
Q159535	Q602884
Q159535	Q1150070
Q159535	Q67518978
Q159535	Q99527517
Q159535	Q16887380
Q159535	Q108163
Q159535	Q28813620
Q159535	Q474328
Q159535	Q41796
Q159535	Q1786828
Q159535	Q9380010
Q159535	Q15916540
Q159535	Q5371079
Q159535	Q628523
Q159535	Q183046
Q159535	Q20817253
Q159535	Q16877783
Q159535	Q29651519
Q8016240	Q8016240
Q8016240	Q1190554
Q8016240	Q1301203
Q8016240	Q26907166
Q8016240	Q6087062
Q8016240	Q3249551
Q8016240	Q58415929
Q8016240	Q1150070
Q8016240	Q20937557
Q8016240	Q67518978
Q8016240	Q35120
Q8016240	Q16887380
Q8016240	Q28813620
Q8016240	Q99527517
Q370330	Q370330
Q370330	Q7590
Q370330	Q61509
Q370330	Q16887380
Q370330	Q451967
Q370330	Q4284762
Q370330	Q79782
Q370330	Q28813620
Q370330	Q1150070
Q370330	Q17320256
Q370330	Q17988854
Q370330	Q61788060
Q370330	Q3074541
Q370330	Q99527517
Q370330	Q1190554
Q370330	Q1293220
Q370330	Q111752858
Q370330	Q9332
Q370330	Q1914636
Q370330	Q3769299
Q370330	Q35120
Q370330	Q26907166
Q370330	Q16722960
Q370330	Q20937557
Q370330	Q3249551
Q370330	Q67518978
Q370330	Q58415929
Q13634374	Q13634374
Q13634374	Q766875
Q13634374	Q5153967
Q13634374	Q2352121
Q13634374	Q3308225
Q13634374	Q124490
Q13634374	Q17091170
Q13634374	Q1456832
Q13634374	Q1914636
Q13634374	Q4026292
Q13634374	Q8461
Q13634374	Q180684
Q13634374	Q179742
Q13634374	Q5431887
Q13634374	Q839578
Q13634374	Q3537603
Q13634374	Q6765918
Q13634374	Q1190554
Q13634374	Q20937557
Q13634374	Q609298
Q13634374	Q26907166
Q13634374	Q567555
Q13634374	Q11536499
Q13634374	Q16887380
Q13634374	Q104493
Q13634374	Q849149
Q13634374	Q52948
Q13634374	Q602884
Q13634374	Q921513
Q13634374	Q3505845
Q13634374	Q28813620
Q13634374	Q58415929
Q13634374	Q21170479
Q13634374	Q483247
Q13634374	Q29896155
Q13634374	Q9332
Q13634374	Q2990593
Q13634374	Q22294683
Q13634374	Q937228
Q13634374	Q99527517
Q13634374	Q35120
Q13634374	Q188572
Q13634374	Q2996394
Q13634374	Q1207505
Q13634374	Q22269697
Q13634374	Q10862449
Q13634374	Q55091441
Q13634374	Q42848
Q13634374	Q2684591
Q13634374	Q3249551
Q13634374	Q13878858
Q13634374	Q64732777
Q13634374	Q36161
Q13634374	Q930933
Q13634374	Q2995644
Q13634374	Q217594
Q13634374	Q864377
Q13634374	Q5469988
Q13634374	Q11028
Q13634374	Q7184903
Q13634374	Q108163
Q13634374	Q30241068
Q13634374	Q1150070
Q13634374	Q67518978
Q13634374	Q246672
Q13634374	Q474328
Q13634374	Q16889133
Q13634374	Q4393498
Q13634374	Q488383
Q13634374	Q7048977
Q13634374	Q41796
Q13634374	Q16686448
Q13634374	Q1786828
Q13634374	Q9380010
Q13634374	Q15916540
Q13634374	Q5371079
Q13634374	Q628523
Q13634374	Q183046
Q13634374	Q20817253
Q13634374	Q16877783
Q13634374	Q29651519
Q17912683	Q17912683
Q2996400	Q2996400
Q2996400	Q52943
Q2996400	Q2296401
Q2996400	Q3685487
Q2996400	Q11024
Q2996400	Q921513
Q2996400	Q6031064
Q2996400	Q1066689
Q2996400	Q9332
Q2996400	Q2990593
Q2996400	Q22294683
Q2996400	Q3769299
Q2996400	Q52948
Q2996400	Q23009552
Q2996400	Q1914636
Q2996400	Q4026292
Q2996400	Q2996394
Q2996400	Q22269697
Q2996400	Q23009675
Q2996400	Q1190554
Q2996400	Q20937557
Q2996400	Q3249551
Q2996400	Q13878858
Q2996400	Q64732777
Q2996400	Q17988854
Q2996400	Q26907166
Q2996400	Q1150070
Q2996400	Q67518978
Q2996400	Q16887380
Q2996400	Q483247
Q2996400	Q188572
Q2996400	Q28813620
Q2996400	Q58415929
Q2996400	Q35120
Q2996400	Q42848
Q2996400	Q2684591
Q2996400	Q99527517
Q2996400	Q11028
Q2996400	Q108163
Q2996400	Q7184903
Q2996400	Q246672
Q2996400	Q474328
Q2996400	Q41796
Q2996400	Q488383
Q2996400	Q7048977
Q2996400	Q1786828
Q2996400	Q9380010
Q2996400	Q15916540
Q2996400	Q5371079
Q2996400	Q628523
Q2996400	Q183046
Q2996400	Q20817253
Q2996400	Q16877783
Q2996400	Q16889133
Q2996400	Q29651519
Q2324975	Q2324975
Q2324975	Q3075355
Q2324975	Q1190554
Q2324975	Q11398090
Q2324975	Q26907166
Q2324975	Q1914636
Q2324975	Q104637332
Q2324975	Q20937557
Q2324975	Q58415929
Q2324975	Q67518233
Q2324975	Q16887380
Q2324975	Q35120
Q2324975	Q3249551
Q2324975	Q67518978
Q2324975	Q1150070
Q2324975	Q28813620
Q2324975	Q99527517
Q11549517	Q11549517
Q11549517	Q171558
Q11549517	Q18669875
Q11549517	Q1190554
Q11549517	Q26907166
Q11549517	Q58415929
Q11549517	Q35120
Q178561	Q178561
Q178561	Q645883
Q178561	Q650711
Q178561	Q13418847
Q178561	Q1190554
Q178561	Q28972820
Q178561	Q451967
Q178561	Q1931388
Q178561	Q110227435
Q178561	Q61788060
Q178561	Q26907166
Q178561	Q2574811
Q178561	Q1150070
Q178561	Q3249551
Q178561	Q31464082
Q178561	Q20937557
Q178561	Q67518978
Q178561	Q58415929
Q178561	Q1914636
Q178561	Q3769299
Q178561	Q9332
Q178561	Q16887380
Q178561	Q488383
Q178561	Q35120
Q178561	Q28813620
Q178561	Q99527517
Q40231	Q40231
Q40231	Q189760
Q40231	Q841654
Q40231	Q388791
Q40231	Q1656682
Q40231	Q1864008
Q40231	Q12791748
Q40231	Q476300
Q40231	Q1139327
Q40231	Q1331926
Q40231	Q3482410
Q40231	Q52948
Q40231	Q1190554
Q40231	Q451967
Q40231	Q1856757
Q40231	Q2135540
Q40231	Q15621286
Q40231	Q3249551
Q40231	Q4026292
Q40231	Q61788060
Q40231	Q26907166
Q40231	Q781413
Q40231	Q12888920
Q40231	Q188572
Q40231	Q1150070
Q40231	Q20937557
Q40231	Q67518978
Q40231	Q921513
Q40231	Q386724
Q40231	Q42848
Q40231	Q2684591
Q40231	Q15401930
Q40231	Q1168263
Q40231	Q9332
Q40231	Q2990593
Q40231	Q22294683
Q40231	Q16887380
Q40231	Q58415929
Q40231	Q1914636
Q40231	Q3769299
Q40231	Q35120
Q40231	Q11028
Q40231	Q1724915
Q40231	Q108163
Q40231	Q2996394
Q40231	Q1150771
Q40231	Q16686448
Q40231	Q28813620
Q40231	Q22269697
Q40231	Q7184903
Q40231	Q246672
Q40231	Q474328
Q40231	Q2995644
Q40231	Q937228
Q40231	Q13878858
Q40231	Q64732777
Q40231	Q488383
Q40231	Q99527517
Q40231	Q41796
Q40231	Q30241068
Q40231	Q7048977
Q40231	Q483247
Q40231	Q1786828
Q40231	Q9380010
Q40231	Q15916540
Q40231	Q5371079
Q40231	Q628523
Q40231	Q183046
Q40231	Q20817253
Q40231	Q16877783
Q40231	Q16889133
Q40231	Q29651519
Q98374631	Q98374631
Q98374631	Q7590
Q98374631	Q74817647
Q98374631	Q451967
Q98374631	Q4284762
Q98374631	Q21040055
Q98374631	Q27096213
Q98374631	Q61788060
Q98374631	Q3074541
Q98374631	Q937228
Q98374631	Q35120
Q98374631	Q17988854
Q98374631	Q1914636
Q98374631	Q3769299
Q98374631	Q1190554
Q98374631	Q20937557
Q98374631	Q9332
Q98374631	Q1150070
Q98374631	Q26907166
Q98374631	Q16887380
Q98374631	Q28813620
Q98374631	Q58415929
Q98374631	Q99527517
Q898830	Q898830
Q898830	Q175331
Q898830	Q628455
Q898830	Q273120
Q898830	Q1656682
Q898830	Q89753576
Q898830	Q82821
Q898830	Q451967
Q898830	Q1914636
Q898830	Q251777
Q898830	Q180684
Q898830	Q628523
Q898830	Q1190554
Q898830	Q61788060
Q898830	Q20937557
Q898830	Q16334295
Q898830	Q839578
Q898830	Q367293
Q898830	Q11028
Q898830	Q26907166
Q898830	Q16334298
Q898830	Q16887380
Q898830	Q3769299
Q898830	Q7184903
Q898830	Q28813620
Q898830	Q609298
Q898830	Q9332
Q898830	Q61961344
Q898830	Q58415929
Q898830	Q52948
Q898830	Q602884
Q898830	Q921513
Q898830	Q488383
Q898830	Q7048977
Q898830	Q99527517
Q898830	Q35120
Q898830	Q98119401
Q898830	Q4026292
Q898830	Q483247
Q898830	Q2990593
Q898830	Q22294683
Q898830	Q188572
Q898830	Q2996394
Q898830	Q22269697
Q898830	Q42848
Q898830	Q2684591
Q898830	Q3249551
Q898830	Q13878858
Q898830	Q64732777
Q898830	Q108163
Q898830	Q1150070
Q898830	Q67518978
Q898830	Q246672
Q898830	Q474328
Q898830	Q41796
Q898830	Q1786828
Q898830	Q9380010
Q898830	Q15916540
Q898830	Q5371079
Q898830	Q183046
Q898830	Q20817253
Q898830	Q16877783
Q898830	Q16889133
Q898830	Q29651519
Q545861	Q545861
Q545861	Q2761147
Q545861	Q6087062
Q545861	Q1656682
Q545861	Q3249551
Q545861	Q1190554
Q545861	Q1150070
Q545861	Q20937557
Q545861	Q67518978
Q545861	Q26907166
Q545861	Q16887380
Q545861	Q35120
Q545861	Q28813620
Q545861	Q58415929
Q545861	Q99527517
Q755138	Q755138
Q755138	Q192957
Q755138	Q7169
Q755138	Q12909644
Q755138	Q7257
Q755138	Q48324
Q755138	Q55979391
Q755138	Q151885
Q755138	Q1347367
Q755138	Q2145290
Q755138	Q7184903
Q755138	Q1207505
Q755138	Q4393498
Q755138	Q488383
Q755138	Q7048977
Q755138	Q35120
Q755138	Q937228
Q755138	Q930933
Q755138	Q16686448
Q841418	Q841418
Q841418	Q678146
Q841418	Q645883
Q841418	Q1190554
Q841418	Q28972820
Q841418	Q26907166
Q841418	Q1150070
Q841418	Q3249551
Q841418	Q20937557
Q841418	Q67518978
Q841418	Q58415929
Q841418	Q16887380
Q841418	Q35120
Q841418	Q28813620
Q841418	Q99527517
Q184753	Q184753
Q184753	Q1064904
Q184753	Q7535430
Q184753	Q193078
Q184753	Q481609
Q184753	Q102187434
Q184753	Q2057971
Q184753	Q3249551
Q184753	Q47496130
Q184753	Q100751718
Q184753	Q7189713
Q184753	Q1150070
Q184753	Q20937557
Q184753	Q67518978
Q184753	Q169872
Q184753	Q2154759
Q184753	Q28807560
Q184753	Q1190554
Q184753	Q3505845
Q184753	Q16887380
Q184753	Q35120
Q184753	Q26907166
Q184753	Q1379672
Q184753	Q7336285
Q184753	Q483247
Q184753	Q937228
Q184753	Q28813620
Q184753	Q639907
Q184753	Q188572
Q184753	Q193181
Q184753	Q1799072
Q184753	Q24651263
Q184753	Q58415929
Q184753	Q99527517
Q184753	Q42848
Q184753	Q2684591
Q184753	Q160402
Q184753	Q2695280
Q184753	Q16686448
Q184753	Q104637332
Q184753	Q39546
Q184753	Q2424752
Q184753	Q10273457
Q184753	Q35825432
Q184753	Q11028
Q184753	Q781413
Q184753	Q855395
Q184753	Q108163
Q184753	Q1914636
Q184753	Q12894677
Q184753	Q488383
Q184753	Q67518233
Q184753	Q7184903
Q184753	Q246672
Q184753	Q474328
Q184753	Q1168263
Q184753	Q29182544
Q184753	Q28877
Q184753	Q15401930
Q184753	Q8205328
Q184753	Q2574811
Q184753	Q4026292
Q184753	Q2897903
Q184753	Q41796
Q184753	Q1724915
Q184753	Q31464082
Q184753	Q7048977
Q184753	Q223557
Q184753	Q1150771
Q184753	Q1786828
Q184753	Q9380010
Q184753	Q15916540
Q184753	Q4406616
Q184753	Q35459920
Q184753	Q2995644
Q184753	Q451967
Q184753	Q61788060
Q184753	Q5371079
Q184753	Q30241068
Q184753	Q628523
Q184753	Q183046
Q184753	Q20817253
Q184753	Q16877783
Q184753	Q16889133
Q184753	Q29651519
Q184753	Q3769299
Q184753	Q9332
Q152074	Q152074
Q152074	Q1456832
Q152074	Q3537603
Q152074	Q6765918
Q152074	Q567555
Q152074	Q1190554
Q152074	Q1914636
Q152074	Q104493
Q152074	Q849149
Q152074	Q26907166
Q152074	Q20937557
Q152074	Q21170479
Q152074	Q29896155
Q152074	Q16887380
Q152074	Q58415929
Q152074	Q28813620
Q152074	Q1207505
Q152074	Q10862449
Q152074	Q55091441
Q152074	Q35120
Q152074	Q937228
Q152074	Q36161
Q152074	Q930933
Q152074	Q99527517
Q152074	Q2995644
Q152074	Q217594
Q152074	Q864377
Q152074	Q5469988
Q152074	Q7184903
Q152074	Q30241068
Q152074	Q246672
Q152074	Q16889133
Q152074	Q4393498
Q152074	Q488383
Q152074	Q7048977
Q152074	Q16686448
Q204933	Q204933
Q204933	Q8454
Q204933	Q193078
Q204933	Q3966286
Q204933	Q149086
Q204933	Q186361
Q204933	Q1763090
Q204933	Q1931388
Q204933	Q481609
Q204933	Q2057971
Q204933	Q245962
Q204933	Q30904503
Q204933	Q844482
Q204933	Q74948922
Q204933	Q2995644
Q204933	Q4026292
Q204933	Q104637332
Q204933	Q3249551
Q204933	Q47496130
Q204933	Q49848
Q204933	Q3769186
Q204933	Q2574811
Q204933	Q7189713
Q204933	Q1390935
Q204933	Q3399774
Q204933	Q234460
Q204933	Q15621286
Q204933	Q37866906
Q204933	Q124490
Q204933	Q31464082
Q204933	Q30241068
Q204933	Q1150070
Q204933	Q20937557
Q204933	Q67518978
Q204933	Q19890758
Q204933	Q327000
Q204933	Q1190554
Q204933	Q3505845
Q204933	Q4
Q204933	Q67518233
Q204933	Q2956046
Q204933	Q1456832
Q204933	Q1914636
Q204933	Q184754
Q204933	Q47461344
Q204933	Q107435521
Q204933	Q13427241
Q204933	Q26907166
Q204933	Q483247
Q204933	Q937228
Q204933	Q386724
Q204933	Q203764
Q204933	Q16887380
Q204933	Q35120
Q204933	Q488383
Q204933	Q1554231
Q204933	Q1283504
Q204933	Q15401930
Q204933	Q188572
Q204933	Q3537603
Q204933	Q6765918
Q204933	Q103940464
Q204933	Q3537517
Q204933	Q1864008
Q204933	Q28813620
Q204933	Q58415929
Q204933	Q17537576
Q204933	Q286583
Q204933	Q42848
Q204933	Q2684591
Q204933	Q8205328
Q204933	Q602884
Q204933	Q1773152
Q204933	Q451967
Q204933	Q1856757
Q204933	Q2135540
Q204933	Q17320256
Q204933	Q65757353
Q204933	Q567555
Q204933	Q1150771
Q204933	Q16686448
Q204933	Q99527517
Q204933	Q23958946
Q204933	Q11028
Q204933	Q61788060
Q204933	Q104493
Q204933	Q849149
Q204933	Q108163
Q204933	Q223557
Q204933	Q1293220
Q204933	Q111752858
Q204933	Q7184903
Q204933	Q21170479
Q204933	Q246672
Q204933	Q474328
Q204933	Q4406616
Q204933	Q35459920
Q204933	Q29896155
Q204933	Q16722960
Q204933	Q3769299
Q204933	Q41796
Q204933	Q9332
Q204933	Q7048977
Q204933	Q1207505
Q204933	Q10862449
Q204933	Q55091441
Q204933	Q1786828
Q204933	Q9380010
Q204933	Q15916540
Q204933	Q36161
Q204933	Q930933
Q204933	Q217594
Q204933	Q864377
Q204933	Q5469988
Q204933	Q5371079
Q204933	Q628523
Q204933	Q183046
Q204933	Q20817253
Q204933	Q16877783
Q204933	Q16889133
Q204933	Q4393498
Q204933	Q29651519
Q645883	Q645883
Q645883	Q1190554
Q645883	Q28972820
Q645883	Q26907166
Q645883	Q1150070
Q645883	Q3249551
Q645883	Q20937557
Q645883	Q67518978
Q645883	Q58415929
Q645883	Q16887380
Q645883	Q35120
Q645883	Q28813620
Q645883	Q99527517
Q1416898	Q1416898
Q1416898	Q731112
Q1416898	Q1166072
Q1416898	Q851587
Q1416898	Q4350217
Q1416898	Q7831917
Q1416898	Q3249551
Q1416898	Q1914636
Q1416898	Q601401
Q1416898	Q23009552
Q1416898	Q268592
Q1416898	Q1190554
Q1416898	Q20937557
Q1416898	Q1150070
Q1416898	Q67518978
Q1416898	Q23009675
Q1416898	Q58778
Q1416898	Q26907166
Q1416898	Q16887380
Q1416898	Q52948
Q1416898	Q17988854
Q1416898	Q35120
Q1416898	Q4026292
Q1416898	Q6671777
Q1416898	Q28813620
Q1416898	Q9332
Q1416898	Q58415929
Q1416898	Q99527517
Q2001676	Q2001676
Q2001676	Q645883
Q2001676	Q1174599
Q2001676	Q71266556
Q2001676	Q1190554
Q2001676	Q28972820
Q2001676	Q124490
Q2001676	Q4026292
Q2001676	Q1920219
Q2001676	Q61788060
Q2001676	Q1456832
Q2001676	Q1914636
Q2001676	Q26907166
Q2001676	Q621184
Q2001676	Q1150070
Q2001676	Q3249551
Q2001676	Q3769299
Q2001676	Q813912
Q2001676	Q3537603
Q2001676	Q6765918
Q2001676	Q20937557
Q2001676	Q67518978
Q2001676	Q9332
Q2001676	Q58415929
Q2001676	Q3505845
Q2001676	Q567555
Q2001676	Q16887380
Q2001676	Q35120
Q2001676	Q104493
Q2001676	Q849149
Q2001676	Q483247
Q2001676	Q937228
Q2001676	Q28813620
Q2001676	Q21170479
Q2001676	Q188572
Q2001676	Q29896155
Q2001676	Q99527517
Q2001676	Q42848
Q2001676	Q2684591
Q2001676	Q1207505
Q2001676	Q10862449
Q2001676	Q55091441
Q2001676	Q11028
Q2001676	Q108163
Q2001676	Q36161
Q2001676	Q930933
Q2001676	Q2995644
Q2001676	Q7184903
Q2001676	Q217594
Q2001676	Q864377
Q2001676	Q5469988
Q2001676	Q246672
Q2001676	Q474328
Q2001676	Q30241068
Q2001676	Q16889133
Q2001676	Q41796
Q2001676	Q4393498
Q2001676	Q488383
Q2001676	Q7048977
Q2001676	Q1786828
Q2001676	Q9380010
Q2001676	Q15916540
Q2001676	Q16686448
Q2001676	Q5371079
Q2001676	Q628523
Q2001676	Q183046
Q2001676	Q20817253
Q2001676	Q16877783
Q2001676	Q29651519
Q3010369	Q3010369
Q3010369	Q35140
Q3010369	Q657449
Q3010369	Q2627975
Q3010369	Q1656682
Q3010369	Q1914636
Q3010369	Q16686448
Q3010369	Q43099500
Q3010369	Q898830
Q3010369	Q3533467
Q3010369	Q2245405
Q3010369	Q175331
Q3010369	Q628455
Q3010369	Q1190554
Q3010369	Q20937557
Q3010369	Q9332
Q3010369	Q769620
Q3010369	Q488383
Q3010369	Q286583
Q3010369	Q838948
Q3010369	Q273120
Q3010369	Q89753576
Q3010369	Q8205328
Q3010369	Q35120
Q3010369	Q82821
Q3010369	Q451967
Q3010369	Q4026292
Q3010369	Q28877
Q3010369	Q17537576
Q3010369	Q18593264
Q3010369	Q26907166
Q3010369	Q16887380
Q3010369	Q2897903
Q3010369	Q251777
Q3010369	Q180684
Q3010369	Q628523
Q3010369	Q61788060
Q3010369	Q223557
Q3010369	Q28813620
Q3010369	Q15621286
Q3010369	Q58415929
Q3010369	Q16334295
Q3010369	Q839578
Q3010369	Q4406616
Q3010369	Q35459920
Q3010369	Q367293
Q3010369	Q11028
Q3010369	Q386724
Q3010369	Q16334298
Q3010369	Q99527517
Q3010369	Q3769299
Q3010369	Q7184903
Q3010369	Q15401930
Q3010369	Q609298
Q3010369	Q61961344
Q3010369	Q52948
Q3010369	Q602884
Q3010369	Q921513
Q3010369	Q7048977
Q3010369	Q1150771
Q3010369	Q98119401
Q3010369	Q483247
Q3010369	Q2990593
Q3010369	Q22294683
Q3010369	Q2995644
Q3010369	Q188572
Q3010369	Q2996394
Q3010369	Q30241068
Q3010369	Q22269697
Q3010369	Q42848
Q3010369	Q2684591
Q3010369	Q3249551
Q3010369	Q13878858
Q3010369	Q64732777
Q3010369	Q108163
Q3010369	Q1150070
Q3010369	Q67518978
Q3010369	Q246672
Q3010369	Q474328
Q3010369	Q41796
Q3010369	Q1786828
Q3010369	Q9380010
Q3010369	Q15916540
Q3010369	Q5371079
Q3010369	Q183046
Q3010369	Q20817253
Q3010369	Q16877783
Q3010369	Q16889133
Q3010369	Q29651519
Q18493502	Q18493502
Q18493502	Q217327
Q18493502	Q891854
Q18493502	Q10737
Q18493502	Q2223653
Q18493502	Q1174599
Q18493502	Q844482
Q18493502	Q124490
Q18493502	Q4026292
Q18493502	Q81672
Q18493502	Q1520311
Q18493502	Q16738832
Q18493502	Q29142
Q18493502	Q178844
Q18493502	Q1456832
Q18493502	Q1914636
Q18493502	Q83267
Q18493502	Q1190554
Q18493502	Q1301203
Q18493502	Q2334719
Q18493502	Q12897867
Q18493502	Q26907166
Q18493502	Q6087062
Q18493502	Q3537603
Q18493502	Q6765918
Q18493502	Q20937557
Q18493502	Q180684
Q18493502	Q327197
Q18493502	Q386724
Q18493502	Q8016240
Q18493502	Q839578
Q18493502	Q451967
Q18493502	Q1864008
Q18493502	Q15401930
Q18493502	Q567555
Q18493502	Q3249551
Q18493502	Q16887380
Q18493502	Q58415929
Q18493502	Q61788060
Q18493502	Q104493
Q18493502	Q849149
Q18493502	Q609298
Q18493502	Q1856757
Q18493502	Q2135540
Q18493502	Q15621286
Q18493502	Q1150070
Q18493502	Q67518978
Q18493502	Q1150771
Q18493502	Q16686448
Q18493502	Q28813620
Q18493502	Q35120
Q18493502	Q21170479
Q18493502	Q52948
Q18493502	Q602884
Q18493502	Q921513
Q18493502	Q29896155
Q18493502	Q2995644
Q18493502	Q188572
Q18493502	Q488383
Q18493502	Q99527517
Q18493502	Q3769299
Q18493502	Q42848
Q18493502	Q2684591
Q18493502	Q483247
Q18493502	Q9332
Q18493502	Q2990593
Q18493502	Q22294683
Q18493502	Q30241068
Q18493502	Q1207505
Q18493502	Q10862449
Q18493502	Q55091441
Q18493502	Q11028
Q18493502	Q937228
Q18493502	Q108163
Q18493502	Q2996394
Q18493502	Q36161
Q18493502	Q930933
Q18493502	Q22269697
Q18493502	Q7184903
Q18493502	Q217594
Q18493502	Q864377
Q18493502	Q5469988
Q18493502	Q246672
Q18493502	Q474328
Q18493502	Q13878858
Q18493502	Q64732777
Q18493502	Q16889133
Q18493502	Q41796
Q18493502	Q4393498
Q18493502	Q7048977
Q18493502	Q1786828
Q18493502	Q9380010
Q18493502	Q15916540
Q18493502	Q5371079
Q18493502	Q628523
Q18493502	Q183046
Q18493502	Q20817253
Q18493502	Q16877783
Q18493502	Q29651519
Q185943	Q185943
Q185943	Q537151
Q185943	Q3237993
Q185943	Q327197
Q185943	Q12769393
Q185943	Q24238946
Q185943	Q451967
Q185943	Q1864008
Q185943	Q1190554
Q185943	Q15989253
Q185943	Q17334923
Q185943	Q20203388
Q185943	Q2979
Q185943	Q1347367
Q185943	Q61788060
Q185943	Q26907166
Q185943	Q1856757
Q185943	Q2135540
Q185943	Q15621286
Q185943	Q35120
Q185943	Q58416391
Q185943	Q23008351
Q185943	Q1207505
Q185943	Q188572
Q185943	Q386724
Q185943	Q58415929
Q185943	Q1914636
Q185943	Q3769299
Q185943	Q42848
Q185943	Q2684591
Q185943	Q15401930
Q185943	Q937228
Q185943	Q20937557
Q185943	Q9332
Q185943	Q11028
Q185943	Q108163
Q185943	Q1150771
Q185943	Q16686448
Q185943	Q16887380
Q185943	Q7184903
Q185943	Q246672
Q185943	Q474328
Q185943	Q2995644
Q185943	Q488383
Q185943	Q28813620
Q185943	Q41796
Q185943	Q30241068
Q185943	Q7048977
Q185943	Q99527517
Q185943	Q1786828
Q185943	Q9380010
Q185943	Q15916540
Q185943	Q5371079
Q185943	Q628523
Q185943	Q183046
Q185943	Q20817253
Q185943	Q16877783
Q185943	Q16889133
Q185943	Q29651519
Q273120	Q273120
Q273120	Q180684
Q273120	Q628523
Q273120	Q1190554
Q273120	Q1914636
Q273120	Q839578
Q273120	Q11028
Q273120	Q26907166
Q273120	Q20937557
Q273120	Q7184903
Q273120	Q609298
Q273120	Q16887380
Q273120	Q58415929
Q273120	Q52948
Q273120	Q602884
Q273120	Q921513
Q273120	Q488383
Q273120	Q7048977
Q273120	Q28813620
Q273120	Q35120
Q273120	Q4026292
Q273120	Q483247
Q273120	Q9332
Q273120	Q2990593
Q273120	Q22294683
Q273120	Q99527517
Q273120	Q188572
Q273120	Q2996394
Q273120	Q22269697
Q273120	Q42848
Q273120	Q2684591
Q273120	Q3249551
Q273120	Q13878858
Q273120	Q64732777
Q273120	Q108163
Q273120	Q1150070
Q273120	Q67518978
Q273120	Q246672
Q273120	Q474328
Q273120	Q41796
Q273120	Q1786828
Q273120	Q9380010
Q273120	Q15916540
Q273120	Q5371079
Q273120	Q183046
Q273120	Q20817253
Q273120	Q16877783
Q273120	Q16889133
Q273120	Q29651519
Q329525	Q329525
Q329525	Q1301203
Q329525	Q6087062
Q329525	Q3249551
Q329525	Q1150070
Q329525	Q20937557
Q329525	Q67518978
Q329525	Q1190554
Q329525	Q16887380
Q329525	Q35120
Q329525	Q26907166
Q329525	Q28813620
Q329525	Q58415929
Q329525	Q99527517
Q537151	Q537151
Q537151	Q327197
Q537151	Q451967
Q537151	Q1864008
Q537151	Q61788060
Q537151	Q1856757
Q537151	Q2135540
Q537151	Q15621286
Q537151	Q188572
Q537151	Q386724
Q537151	Q1914636
Q537151	Q3769299
Q537151	Q42848
Q537151	Q2684591
Q537151	Q15401930
Q537151	Q1190554
Q537151	Q20937557
Q537151	Q9332
Q537151	Q11028
Q537151	Q26907166
Q537151	Q108163
Q537151	Q1150771
Q537151	Q16686448
Q537151	Q16887380
Q537151	Q7184903
Q537151	Q246672
Q537151	Q474328
Q537151	Q2995644
Q537151	Q488383
Q537151	Q28813620
Q537151	Q58415929
Q537151	Q41796
Q537151	Q35120
Q537151	Q30241068
Q537151	Q7048977
Q537151	Q99527517
Q537151	Q1786828
Q537151	Q9380010
Q537151	Q15916540
Q537151	Q5371079
Q537151	Q628523
Q537151	Q183046
Q537151	Q20817253
Q537151	Q16877783
Q537151	Q16889133
Q537151	Q29651519
Q744913	Q744913
Q744913	Q11822042
Q744913	Q108284447
Q744913	Q171558
Q744913	Q43339602
Q744913	Q65091757
Q744913	Q5070802
Q744913	Q18669875
Q744913	Q2141565
Q744913	Q1132455
Q744913	Q5422048
Q744913	Q86923152
Q744913	Q813912
Q744913	Q1190554
Q744913	Q3505845
Q744913	Q26907166
Q744913	Q104493
Q744913	Q18603648
Q744913	Q31464082
Q744913	Q21170479
Q744913	Q483247
Q744913	Q937228
Q744913	Q1207505
Q744913	Q58415929
Q744913	Q488383
Q744913	Q188572
Q744913	Q35120
Q744913	Q42848
Q744913	Q2684591
Q744913	Q11028
Q744913	Q108163
Q744913	Q7184903
Q744913	Q246672
Q744913	Q474328
Q744913	Q41796
Q744913	Q7048977
Q744913	Q1786828
Q744913	Q9380010
Q744913	Q15916540
Q744913	Q5371079
Q744913	Q628523
Q744913	Q183046
Q744913	Q20817253
Q744913	Q16877783
Q744913	Q16889133
Q744913	Q29651519
Q744913	Q99527517
Q155930	Q155930
Q155930	Q7590
Q155930	Q1914636
Q155930	Q451967
Q155930	Q4284762
Q155930	Q1190554
Q155930	Q20937557
Q155930	Q61788060
Q155930	Q26907166
Q155930	Q3074541
Q155930	Q16887380
Q155930	Q17988854
Q155930	Q28813620
Q155930	Q58415929
Q155930	Q3769299
Q155930	Q9332
Q155930	Q1150070
Q155930	Q99527517
Q155930	Q35120
Q44854	Q44854
Q44854	Q528892
Q44854	Q66364050
Q44854	Q47217
Q44854	Q114046
Q44854	Q175331
Q44854	Q2605444
Q44854	Q273120
Q44854	Q3109572
Q44854	Q3686466
Q44854	Q1656682
Q44854	Q89753576
Q44854	Q177634
Q44854	Q874405
Q44854	Q180684
Q44854	Q628523
Q44854	Q1190554
Q44854	Q1914636
Q44854	Q754479
Q44854	Q16334295
Q44854	Q839578
Q44854	Q11028
Q44854	Q76611
Q44854	Q58778
Q44854	Q7887142
Q44854	Q26907166
Q44854	Q20937557
Q44854	Q16334298
Q44854	Q7184903
Q44854	Q6671777
Q44854	Q2915955
Q44854	Q3533467
Q44854	Q609298
Q44854	Q2198779
Q44854	Q4330518
