class,subclass
Q7590,Q7328304
Q7590,Q207238
Q7590,Q1423069
Q7590,Q912996
Q7590,Q174876
Q7590,Q49390
Q7590,Q18201623
Q7590,Q4698279
Q7590,Q7631769
Q7590,Q6056346
Q7590,Q1093833
Q7590,Q1686810
Q7590,Q3306321
Q7590,Q11480750
Q7590,Q60997348
Q7590,Q14865157
Q7590,Q14860549
Q7590,Q14864581
Q7590,Q21095109
Q7590,Q21120741
Q7590,Q21096291
Q7590,Q624140
Q7590,Q843418
Q7590,Q10874184
Q7590,Q26252263
Q7590,Q63165826
Q7590,Q91908084
Q7590,Q91908604
Q7590,Q106978510
Q7590,Q14905514
Q7590,Q22288342
Q7590,Q14819456
Q7590,Q21121866
Q7590,Q21100317
Q7590,Q14912755
Q7590,Q22290558
Q7590,Q14863067
Q7590,Q360372
Q7590,Q20940236
Q7590,Q789344
Q7590,Q1141795
Q7590,Q651172
Q7590,Q754806
Q7590,Q14891588
Q7590,Q21972891
Q7590,Q15334281
Q7590,Q14907989
Q7590,Q22290330
Q7590,Q21112023
Q7590,Q21100393
Q7590,Q14911651
Q7590,Q129172
Q7590,Q515449
Q7590,Q529938
Q7590,Q699353
Q7590,Q964162
Q7590,Q1192191
Q7590,Q1592969
Q7590,Q2138247
Q7590,Q3919228
Q7590,Q46048144
Q7590,Q60442637
Q7590,Q67454740
Q7590,Q107274313
Q7590,Q110164298
Q7590,Q896739
Q7590,Q379605
Q7590,Q379738
Q7590,Q5421693
Q7590,Q5523292
Q7590,Q6149896
Q7590,Q12068123
Q7590,Q17056702
Q7590,Q15334263
Q7590,Q21107275
Q7590,Q21133324
Q7590,Q15079663
Q7590,Q50331459
Q7590,Q145179
Q7590,Q15145537
Q7590,Q105967897
Q7590,Q106793561
Q7590,Q107343049
Q7590,Q21120112
Q7590,Q16068932
Q7590,Q1144784
Q8016240,Q8016240
Q8016240,Q40745
Q8016240,Q375727
Q8016240,Q788874
Q8016240,Q1498464
Q8016240,Q3771751
Q8016240,Q5954576
Q8016240,Q7234317
Q8016240,Q12038591
Q8016240,Q19902850
Q8016240,Q28455120
Q8016240,Q52348036
Q8016240,Q107622168
Q8016240,Q57819011
Q8016240,Q57821094
Q8016240,Q5657173
Q8016240,Q79077079
Q841236,Q841236
Q841236,Q694752
Q841236,Q1071447
Q841236,Q1668049
Q841236,Q318296
Q841236,Q853735
Q841236,Q1230779
Q841236,Q655843
Q841236,Q892757
Q841236,Q1361457
Q841236,Q1385398
Q841236,Q7801532
Q841236,Q13363321
Q841236,Q30344536
Q841236,Q6014156
Q841236,Q20820058
Q841236,Q17354233
Q844482,Q844482
Q844482,Q10737
Q844482,Q149086
Q844482,Q663296
Q844482,Q142824
Q844482,Q217327
Q844482,Q621076
Q844482,Q753811
Q844482,Q3307578
Q844482,Q7635378
Q844482,Q7883956
Q844482,Q8454
Q844482,Q100159
Q844482,Q119094
Q844482,Q132821
Q844482,Q641449
Q844482,Q781757
Q844482,Q916412
Q844482,Q1342425
Q844482,Q1752350
Q844482,Q2691275
Q844482,Q2717573
Q844482,Q3966286
Q844482,Q5400895
Q844482,Q6317275
Q844482,Q7450629
Q844482,Q7897003
Q844482,Q11487748
Q844482,Q14042845
Q844482,Q16973098
Q844482,Q51159758
Q844482,Q44595
Q844482,Q8452
Q844482,Q36963
Q844482,Q2142916
Q844482,Q231577
Q844482,Q5655230
Q844482,Q204933
Q844482,Q1435124
Q844482,Q3235597
Q844482,Q3587621
Q844482,Q15747939
Q844482,Q14373
Q844482,Q34168
Q844482,Q133333
Q844482,Q211011
Q844482,Q849944
Q844482,Q1616353
Q844482,Q11479931
Q844482,Q1061047
Q844482,Q750215
Q844482,Q1139665
Q844482,Q1642263
Q844482,Q3199915
Q844482,Q3882219
Q844482,Q4676786
Q844482,Q4830211
Q844482,Q5300066
Q844482,Q11547135
Q844482,Q13431749
Q844482,Q13587273
Q844482,Q50378760
Q844482,Q24518
Q844482,Q11659306
Q844482,Q98915706
Q844482,Q18493502
Q844482,Q486775
Q844482,Q2599494
Q844482,Q8038643
Q844482,Q10855380
Q844482,Q3882220
Q844482,Q7918620
Q844482,Q1136456
Q844482,Q42767
Q844482,Q283534
Q844482,Q331828
Q844482,Q11202642
Q844482,Q41397
Q844482,Q154494
Q844482,Q177716
Q844482,Q2235125
Q844482,Q2369404
Q844482,Q21480300
Q844482,Q56514238
Q844482,Q66975460
Q844482,Q9026907
Q844482,Q1076426
Q844482,Q1344887
Q844482,Q5533440
Q844482,Q19841484
Q844482,Q21175615
Q844482,Q88178910
Q844482,Q118322
Q844482,Q1295558
Q844482,Q56461743
Q844482,Q6000508
Q844482,Q216169
Q844482,Q2094798
Q844482,Q20893947
Q844482,Q1342132
Q844482,Q2763
Q844482,Q1371470
Q844482,Q108702572
Q844482,Q5455087
Q844482,Q1475448
Q844482,Q8000914
Q844482,Q42915628
Q844482,Q2478315
Q8445,Q8445
Q8445,Q17422
Q8445,Q182639
Q8445,Q205572
Q8445,Q1546421
Q8445,Q1790538
Q8445,Q7311547
Q8445,Q1971354
Q8445,Q2353190
Q93190,Q93190
Q93190,Q1432247
Q601401,Q846996
Q601401,Q1260046
